feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
appos> buffalo,0.978,0.0,0.764,0.027,4,Bovid__family,taxongroup_comment
list>nummod> ...,0.932,0.001,0.764,0.027,6,Bovid__family,taxongroup_comment
parataxis>conj> ...,-0.903,0.002,-0.577,0.134,3,Bovid__family,taxongroup_comment
nmod<obl<nsubj> ...,0.89,0.003,0.577,0.134,5,Bovid__family,taxongroup_comment
compound<appos<det> the,-0.876,0.004,-0.577,0.134,4,Bovid__family,taxongroup_comment
flat> ...,-0.873,0.005,-0.847,0.008,23,Bovid__family,taxongroup_comment
acl>obl>case> as,0.857,0.007,0.845,0.008,3,Bovid__family,taxongroup_comment
nmod<obl< ...,0.856,0.007,0.577,0.134,8,Bovid__family,taxongroup_comment
compound<list>compound> ...,0.855,0.007,0.577,0.134,3,Bovid__family,taxongroup_comment
case> of,0.849,0.008,0.436,0.28,49,Bovid__family,taxongroup_comment
compound<list<list> ...,0.848,0.008,0.577,0.134,2,Bovid__family,taxongroup_comment
nmod< that,0.838,0.009,0.577,0.134,4,Bovid__family,taxongroup_comment
case> for,0.836,0.01,0.546,0.162,4,Bovid__family,taxongroup_comment
parataxis>conj> antelope,-0.834,0.01,-0.577,0.134,2,Bovid__family,taxongroup_comment
case> from,0.833,0.01,0.577,0.134,3,Bovid__family,taxongroup_comment
nmod<obj<aux> ...,0.829,0.011,0.577,0.134,1,Bovid__family,taxongroup_comment
nmod>amod> ...,0.827,0.011,0.825,0.012,11,Bovid__family,taxongroup_comment
compound<conj>cc> ...,-0.827,0.011,-0.577,0.134,1,Bovid__family,taxongroup_comment
appos>amod>advmod> ...,-0.825,0.012,-0.764,0.027,3,Bovid__family,taxongroup_comment
compound<list>nummod> ...,0.82,0.013,0.577,0.134,4,Bovid__family,taxongroup_comment
conj<conj> buffalo,0.812,0.014,0.109,0.797,4,Bovid__family,taxongroup_comment
conj>amod> ...,0.812,0.014,0.577,0.134,3,Bovid__family,taxongroup_comment
compound<appos> buffalo,0.804,0.016,0.577,0.134,2,Bovid__family,taxongroup_comment
det> all,0.803,0.016,0.764,0.027,3,Bovid__family,taxongroup_comment
nmod<det> the,0.802,0.017,0.546,0.162,17,Bovid__family,taxongroup_comment
compound<appos>compound> ...,0.798,0.018,0.577,0.134,1,Bovid__family,taxongroup_comment
nsubj<obl>case> ...,0.796,0.018,0.784,0.021,7,Bovid__family,taxongroup_comment
nmod<det> a,0.796,0.018,0.655,0.078,12,Bovid__family,taxongroup_comment
appos>nmod>compound> ...,0.791,0.019,0.577,0.134,1,Bovid__family,taxongroup_comment
list>compound> ...,0.79,0.02,0.577,0.134,5,Bovid__family,taxongroup_comment
nmod<nmod> ...,0.788,0.02,0.655,0.078,6,Bovid__family,taxongroup_comment
obl<obl> ...,0.783,0.022,0.546,0.162,12,Bovid__family,taxongroup_comment
conj<conj> Mountain,0.781,0.022,0.577,0.134,3,Bovid__family,taxongroup_comment
nmod< one,0.78,0.022,0.577,0.134,6,Bovid__family,taxongroup_comment
obj<acl<det> ...,-0.775,0.024,-0.577,0.134,1,Bovid__family,taxongroup_comment
nmod>case>fixed> as,0.773,0.024,0.728,0.041,13,Bovid__family,taxongroup_comment
case> in,0.769,0.026,0.655,0.078,5,Bovid__family,taxongroup_comment
obl< use,0.767,0.026,0.756,0.03,4,Bovid__family,taxongroup_comment
compound<list>compound> Bubalus,0.759,0.029,0.577,0.134,3,Bovid__family,taxongroup_comment
nmod< species,0.757,0.03,0.577,0.134,2,Bovid__family,taxongroup_comment
conj<conj> Bubalus,0.756,0.03,0.577,0.134,6,Bovid__family,taxongroup_comment
nmod<det> ...,0.754,0.031,0.577,0.134,3,Bovid__family,taxongroup_comment
appos<compound> ...,-0.753,0.031,-0.385,0.346,7,Bovid__family,taxongroup_comment
conj<conj> Lowland,0.75,0.032,0.577,0.134,3,Bovid__family,taxongroup_comment
nmod>appos>compound> Ovis,0.749,0.033,0.733,0.039,3,Bovid__family,taxongroup_comment
nsubj> ...,0.745,0.034,0.546,0.162,7,Bovid__family,taxongroup_comment
nsubj>compound> ...,0.741,0.036,0.77,0.025,5,Bovid__family,taxongroup_comment
nsubj<advcl>amod> ...,0.735,0.038,0.546,0.162,3,Bovid__family,taxongroup_comment
nsubj> bison,0.73,0.04,0.577,0.134,2,Bovid__family,taxongroup_comment
nsubj> buffalo,0.73,0.04,0.577,0.134,3,Bovid__family,taxongroup_comment
case> to,0.729,0.04,0.282,0.498,15,Bovid__family,taxongroup_comment
conj<nmod>case> of,0.725,0.042,0.733,0.039,3,Bovid__family,taxongroup_comment
appos>nmod>compound> bighorn,0.719,0.044,0.504,0.203,2,Bovid__family,taxongroup_comment
appos<appos> buffalo,0.718,0.045,0.577,0.134,2,Bovid__family,taxongroup_comment
nmod< member,0.714,0.047,0.577,0.134,2,Bovid__family,taxongroup_comment
nsubj> sheep,0.712,0.048,0.365,0.374,9,Bovid__family,taxongroup_comment
conj<nsubj> ...,0.711,0.048,0.655,0.078,3,Bovid__family,taxongroup_comment
nsubj> markhor,0.709,0.049,0.577,0.134,2,Bovid__family,taxongroup_comment
compound<list<flat> murrensis,0.708,0.049,0.577,0.134,3,Bovid__family,taxongroup_comment
obl<conj> ...,0.706,0.05,0.485,0.223,17,Bovid__family,taxongroup_comment
nmod< ...,0.706,0.05,0.136,0.747,35,Bovid__family,taxongroup_comment
obl<nsubj>det> ...,0.704,0.051,0.577,0.134,2,Bovid__family,taxongroup_comment
compound<conj<amod> ...,0.703,0.052,0.764,0.027,4,Bovid__family,taxongroup_comment
obl<obl>det> a,-0.702,0.052,-0.63,0.094,2,Bovid__family,taxongroup_comment
compound<list<flat> Dubois,0.701,0.053,0.577,0.134,3,Bovid__family,taxongroup_comment
obl<obl>det> ...,-0.7,0.053,-0.63,0.094,2,Bovid__family,taxongroup_comment
compound<appos>compound> water,0.699,0.054,0.577,0.134,2,Bovid__family,taxongroup_comment
appos<nsubj<det> a,-0.697,0.055,-0.577,0.134,4,Bovid__family,taxongroup_comment
conj> sheep,0.695,0.056,0.436,0.28,3,Bovid__family,taxongroup_comment
conj<nmod<amod> ...,0.693,0.056,0.577,0.134,4,Bovid__family,taxongroup_comment
nsubj> springbok,0.693,0.057,0.577,0.134,2,Bovid__family,taxongroup_comment
nsubj<obj> ...,-0.692,0.057,-0.846,0.008,13,Bovid__family,taxongroup_comment
compound<list<flat> E.,0.69,0.058,0.577,0.134,3,Bovid__family,taxongroup_comment
cc> and,0.687,0.06,0.6,0.116,11,Bovid__family,taxongroup_comment
conj< sheep,0.682,0.062,0.577,0.134,6,Bovid__family,taxongroup_comment
nsubj<obj>compound> ...,-0.68,0.063,-0.733,0.039,3,Bovid__family,taxongroup_comment
case> by,0.678,0.065,0.63,0.094,2,Bovid__family,taxongroup_comment
nmod<obj< ...,0.667,0.071,0.436,0.28,12,Bovid__family,taxongroup_comment
nmod<obj<aux> have,0.664,0.073,0.504,0.203,2,Bovid__family,taxongroup_comment
nsubj<ccomp< ...,0.662,0.074,0.63,0.094,4,Bovid__family,taxongroup_comment
acl:relcl>obl>case> ...,0.662,0.074,0.682,0.062,6,Bovid__family,taxongroup_comment
appos>conj>cc> and,0.661,0.074,0.62,0.101,3,Bovid__family,taxongroup_comment
conj<case> ...,0.657,0.077,0.674,0.067,7,Bovid__family,taxongroup_comment
cc> or,0.657,0.077,0.655,0.078,3,Bovid__family,taxongroup_comment
obl<parataxis< ...,0.654,0.079,0.546,0.162,3,Bovid__family,taxongroup_comment
conj>amod> domestic,-0.646,0.084,-0.577,0.134,2,Bovid__family,taxongroup_comment
acl:relcl>obj>amod> ...,0.644,0.085,0.577,0.134,4,Bovid__family,taxongroup_comment
conj<conj>flat> mindorensis,0.644,0.085,0.577,0.134,2,Bovid__family,taxongroup_comment
amod>conj>cc> and,-0.64,0.087,-0.733,0.039,3,Bovid__family,taxongroup_comment
case> ...,0.639,0.088,0.243,0.563,7,Bovid__family,taxongroup_comment
obj<nsubj> it,0.639,0.088,0.63,0.094,2,Bovid__family,taxongroup_comment
nmod>conj> horse,0.635,0.091,0.504,0.203,2,Bovid__family,taxongroup_comment
nmod>nmod> ...,0.635,0.091,0.825,0.012,5,Bovid__family,taxongroup_comment
conj<case> of,0.632,0.093,0.577,0.134,3,Bovid__family,taxongroup_comment
conj<conj> ...,0.632,0.093,0.295,0.479,20,Bovid__family,taxongroup_comment
appos<list>compound> Bubalus,0.631,0.093,0.577,0.134,3,Bovid__family,taxongroup_comment
compound<cop> be,0.629,0.095,0.764,0.027,3,Bovid__family,taxongroup_comment
conj<conj>flat> Cebu,0.629,0.095,0.577,0.134,2,Bovid__family,taxongroup_comment
nsubj<obl>case> from,0.628,0.095,0.62,0.101,3,Bovid__family,taxongroup_comment
nmod<conj>obl> ...,-0.626,0.097,-0.577,0.134,3,Bovid__family,taxongroup_comment
appos<list>compound> ...,0.626,0.097,0.577,0.134,3,Bovid__family,taxongroup_comment
obl<nsubj>amod> ...,0.624,0.098,0.733,0.039,3,Bovid__family,taxongroup_comment
compound>conj>cc> ...,-0.622,0.1,-0.577,0.134,1,Bovid__family,taxongroup_comment
appos<list> ...,0.621,0.1,0.577,0.134,5,Bovid__family,taxongroup_comment
conj<conj>amod> domestic,0.62,0.101,0.577,0.134,3,Bovid__family,taxongroup_comment
obl<obl>case> ...,0.617,0.103,0.546,0.162,5,Bovid__family,taxongroup_comment
cop> be,0.608,0.11,0.723,0.043,30,Bovid__family,taxongroup_comment
amod> bighorn,-0.607,0.11,-0.325,0.432,23,Bovid__family,taxongroup_comment
compound>conj>cc> and,-0.607,0.11,-0.577,0.134,2,Bovid__family,taxongroup_comment
nmod<nmod> season,0.605,0.112,0.577,0.134,2,Bovid__family,taxongroup_comment
acl>obj> ...,0.604,0.113,0.507,0.2,3,Bovid__family,taxongroup_comment
conj> ...,0.601,0.115,0.3,0.47,18,Bovid__family,taxongroup_comment
obl<nsubj:pass> sheep,-0.601,0.115,-0.436,0.28,3,Bovid__family,taxongroup_comment
compound<nmod>case> in,0.601,0.115,0.63,0.094,2,Bovid__family,taxongroup_comment
nsubj<advcl>aux:pass> be,-0.601,0.115,-0.577,0.134,2,Bovid__family,taxongroup_comment
nmod<case> of,0.6,0.116,0.764,0.027,6,Bovid__family,taxongroup_comment
nmod< family,0.6,0.116,0.577,0.134,4,Bovid__family,taxongroup_comment
compound<list> ...,-0.599,0.116,-0.577,0.134,5,Bovid__family,taxongroup_comment
conj<nmod<nsubj> ...,-0.599,0.116,-0.733,0.039,3,Bovid__family,taxongroup_comment
nmod<case> on,0.599,0.117,0.577,0.134,3,Bovid__family,taxongroup_comment
appos< ...,0.598,0.117,0.73,0.04,8,Bovid__family,taxongroup_comment
obj<nmod>conj> ...,0.593,0.121,0.577,0.134,4,Bovid__family,taxongroup_comment
conj< ...,0.59,0.124,0.426,0.292,17,Bovid__family,taxongroup_comment
nmod>case> include,-0.589,0.125,-0.62,0.101,3,Bovid__family,taxongroup_comment
conj<conj>flat> Tamaraw,0.588,0.125,0.577,0.134,2,Bovid__family,taxongroup_comment
compound<compound> bubalis,-0.588,0.125,-0.577,0.134,2,Bovid__family,taxongroup_comment
list<list>compound> Bubalus,-0.587,0.126,-0.577,0.134,3,Bovid__family,taxongroup_comment
compound> genus,0.585,0.128,0.504,0.203,2,Bovid__family,taxongroup_comment
nmod<case> ...,0.584,0.128,0.577,0.134,5,Bovid__family,taxongroup_comment
obj<acl<amod> ...,-0.584,0.129,-0.63,0.094,4,Bovid__family,taxongroup_comment
obl>case> ...,0.582,0.13,0.577,0.134,4,Bovid__family,taxongroup_comment
