rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bovid__family	115
adaptation_topic	0.0	1.0	0.016	0.004	0.001	0.0	0.006	Bovid__family	202
free_topic	0.0	0.016	1.0	0.0	0.039	0.0	0.0	Bovid__family	555
location_comment	0.0	0.004	0.0	1.0	0.0	0.0	0.0	Bovid__family	98
location_topic	0.0	0.001	0.039	0.0	1.0	0.0	0.025	Bovid__family	171
taxongroup_comment	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bovid__family	297
taxongroup_topic	0.0	0.006	0.0	0.0	0.025	0.0	1.0	Bovid__family	315
