,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
9,Bla-af14_2_ant-16,ant,Black_garden_ant#species,amod>,common,ADJ,14,amod> common,0.5312145422811897,0.3971279257542942,Hymenoptera__order,taxongroup_comment,2,44
10,Bla-af14_2_ant-16,ant,Black_garden_ant#species,amod>,black,ADJ,15,amod> black,0.20268107447631675,0.14957166231286564,Hymenoptera__order,taxongroup_comment,2,44
4,For-53a6_64_ants-7,ants,Ant#family,amod>,red,ADJ,5,amod> red,0.29538713337270833,0.22264314501800975,Hymenoptera__order,taxongroup_comment,2,44
0,Swa-27b4_175_ants-2,ants,Ant#family,amod>,Army,ADJ,1,amod> ...,0.13293605675570203,0.14781375396558002,Hymenoptera__order,taxongroup_comment,2,44
6,Blabf9a_12_ants-9,ants,Black_garden_ant#species,amod>,commonly,ADJ,7,amod> ...,0.5410441042840044,0.3962284441456635,Hymenoptera__order,taxongroup_comment,2,44
7,Blabf9a_12_ants-9,ants,Black_garden_ant#species,amod>,see,VERB,8,amod> ...,0.4680728580511931,0.3209575809359674,Hymenoptera__order,taxongroup_comment,2,44
10,For-fc8f_2_ants-28,ants,Ant#family,amod>,field,VERB,27,amod> ...,0.25948634675856797,0.18276237617448174,Hymenoptera__order,taxongroup_comment,2,44
6,For-71bb_4_ant-9,ant,Ant#family,amod>,red,ADJ,7,amod> red,0.29538713337270833,0.22264314501800975,Hymenoptera__order,taxongroup_comment,2,44
8,Ter-605f_28_ants-16,ants,Ant#family,amod>,white,ADJ,15,amod> ...,0.22147780209177925,0.15400115391239008,Hymenoptera__order,taxongroup_comment,2,44
3,For12e9_3_ant-7,ant,Ant#family,amod>,scottish,ADJ,5,amod> scottish,0.10425270415567636,0.18544655445566807,Hymenoptera__order,taxongroup_comment,2,44
11,Aph-1a7e_100_animals-21,animals,Animal#kingdom,amod>,other,ADJ,20,amod> other,0.5976300526863116,0.4043806540131563,Hymenoptera__order,taxongroup_comment,2,44
8,Cor-66f6_91_animals-11,animals,Animal#kingdom,amod>,few,ADJ,9,amod> ...,0.559769563582963,0.36154088174215204,Hymenoptera__order,taxongroup_comment,2,44
9,Cor-66f6_91_animals-11,animals,Animal#kingdom,amod>,nonhuman,ADJ,10,amod> ...,0.5632700610056709,0.36357248473423287,Hymenoptera__order,taxongroup_comment,2,44
9,Aar-5e58_154_animals-12,animals,Animal#kingdom,amod>,smaller,ADJ,11,amod> ...,0.5669979922866648,0.34259994637546193,Hymenoptera__order,taxongroup_comment,2,44
11,Pre-b54c_37_animals-28,animals,Animal#kingdom,amod>,eusocial,ADJ,27,amod> eusocial,0.6623772249879509,0.43710752599193026,Hymenoptera__order,taxongroup_comment,2,44
8,Eur-a59b_86_arthropods-16,arthropods,Arthropod#phylum,amod>,fewer,ADJ,15,amod> ...,0.6428653270012539,0.3775092869807496,Hymenoptera__order,taxongroup_comment,2,44
12,Eur-a59b_86_arthropods-16,arthropods,Arthropod#phylum,conj>,spend,VERB,21,conj> ...,0.6851070688915414,-0.08984429579534817,Hymenoptera__order,taxongroup_comment,2,44
8,Fro-2392_546_arthropods-10,arthropods,Arthropod#phylum,amod>,other,ADJ,9,amod> other,0.5976300526863116,0.4043806540131563,Hymenoptera__order,taxongroup_comment,2,44
11,Ven-071d_43_insects-16,insects,Insect#class,amod>,many,ADJ,14,amod> many,0.5933527417009482,0.42134989261842665,Hymenoptera__order,taxongroup_comment,2,44
12,Ven-071d_43_insects-16,insects,Insect#class,amod>,other,ADJ,15,amod> other,0.5976300526863116,0.4043806540131563,Hymenoptera__order,taxongroup_comment,2,44
0,Ins-960c_311_insects-2,insects,Insect#class,amod>,social,ADJ,1,amod> social,0.4785460705007887,0.30322393658938696,Hymenoptera__order,taxongroup_comment,2,44
6,Mim-33dd_104_insects-8,insects,Insect#class,amod>,social,ADJ,7,amod> social,0.4785460705007887,0.30322393658938696,Hymenoptera__order,taxongroup_comment,2,44
9,Nep-5975_98_insects-18,insects,Insect#class,amod>,other,ADJ,17,amod> other,0.5976300526863116,0.4043806540131563,Hymenoptera__order,taxongroup_comment,2,44
13,Eas-b7c7_26_insects-22,insects,Insect#class,amod>,small,ADJ,21,amod> ...,0.5604059334044467,0.35176940669884893,Hymenoptera__order,taxongroup_comment,2,44
18,Apo-f97b_28_insects-2,insects,Insect#class,nsubj<nsubj>nmod>,ant,NOUN,39,nsubj<nsubj>nmod> ...,0.8130460709549723,-0.14415401856643814,Hymenoptera__order,taxongroup_comment,2,44
19,Apo-f97b_28_insects-2,insects,Insect#class,nsubj<nsubj>nmod>,spider,NOUN,46,nsubj<nsubj>nmod> ...,0.8038129674853218,-0.09438745535600321,Hymenoptera__order,taxongroup_comment,2,44
0,Col-e01a_21_insects-2,insects,Insect#class,amod>,Eusocial,ADJ,1,amod> ...,0.6655826836590834,0.4346060314712791,Hymenoptera__order,taxongroup_comment,2,44
4,Col-e01a_51_insects-6,insects,Insect#class,amod>,eusocial,ADJ,5,amod> eusocial,0.6623772249879509,0.43710752599193026,Hymenoptera__order,taxongroup_comment,2,44
3,Aph-1a7e_109_animals-5,animals,Animal#kingdom,amod>,only,ADJ,4,amod> ...,0.6552184234266596,0.41881099938148786,Hymenoptera__order,taxongroup_comment,2,44
4,Aph-1a7e_109_animals-5,animals,Animal#kingdom,amod>,other,ADJ,6,amod> other,0.5976300526863116,0.4043806540131563,Hymenoptera__order,taxongroup_comment,2,44
7,Eur-0e68_2_wasp-12,wasp,Vespidae#family,amod>,largest,ADJ,10,amod> largest,0.7358547830475723,0.48149621011235266,Hymenoptera__order,taxongroup_comment,2,44
8,Eur-0e68_2_wasp-12,wasp,Vespidae#family,amod>,eusocial,ADJ,11,amod> eusocial,0.6623772249879509,0.43710752599193026,Hymenoptera__order,taxongroup_comment,2,44
9,Eur-0e68_2_wasp-12,wasp,Vespidae#family,amod>,native,ADJ,13,amod> ...,0.5543036448554539,0.45003636389761215,Hymenoptera__order,taxongroup_comment,2,44
3,Was-5a21_5_wasps-5,wasps,Vespidae#family,amod>,know,VERB,4,amod> ...,0.6245280710230964,0.46008799097986236,Hymenoptera__order,taxongroup_comment,2,44
9,Hor-8eda_107_wasp-19,wasp,Vespidae#family,amod>,asian,ADJ,17,amod> ...,0.5664670410347756,0.4493166639120753,Hymenoptera__order,taxongroup_comment,2,44
10,Hor-8eda_107_wasp-19,wasp,Vespidae#family,amod>,predatory,ADJ,18,amod> ...,0.6255768840569865,0.4076567966178666,Hymenoptera__order,taxongroup_comment,2,44
12,Hor-8eda_16_wasps-19,wasps,Vespidae#family,conj>,hornet,NOUN,24,conj> hornet,0.858793842589999,-0.10369374016860669,Hymenoptera__order,taxongroup_comment,2,44
