,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
0,Wes-8d71_25_bee-3,bee,European_honey_bee#species,compound>amod>,western,ADJ,1,compound>amod> western,0.23330077375105007,-0.013101017238300998,Hymenoptera__order,location_topic,5,9
0,Wes-8d71_14_bee-3,bee,European_honey_bee#species,amod>,western,ADJ,1,amod> western,0.4547701879956396,0.8810453753996604,Hymenoptera__order,location_topic,5,9
0,Wes-8d71_27_bee-3,bee,European_honey_bee#species,compound>amod>,western,ADJ,1,compound>amod> western,0.23330077375105007,-0.013101017238300998,Hymenoptera__order,location_topic,5,9
4,Pic-7ce8_53_ant-17,ant,Ant#family,compound<,swarm,NOUN,18,compound< swarm,-0.28647763492634337,-0.04185869717038562,Hymenoptera__order,location_topic,5,9
4,Arm-33e3_137_ant-13,ant,Ant#family,compound<,swarm,NOUN,14,compound< swarm,-0.28647763492634337,-0.04185869717038562,Hymenoptera__order,location_topic,5,9
5,Bom-c423_302_bumblebee-32,bumblebee,Bumblebee#genus,compound<,species,NOUN,33,compound< ...,-0.0018403537352202374,0.028510930171052055,Hymenoptera__order,location_topic,5,9
6,Bom-c423_301_bumblebee-37,bumblebee,Bumblebee#genus,compound<,colony,NOUN,38,compound< ...,-0.22081744362564998,-0.04510450712484108,Hymenoptera__order,location_topic,5,9
4,Bom-c423_315_bumblebee-10,bumblebee,Bumblebee#genus,amod>,wild,ADJ,9,amod> ...,0.2171062969057203,1.0826332577626092,Hymenoptera__order,location_topic,5,9
5,Bom-c423_315_bumblebee-10,bumblebee,Bumblebee#genus,compound<,coloney,NOUN,11,compound< coloney,-0.10415506745393233,0.021297220596603102,Hymenoptera__order,location_topic,5,9
3,Bom-c423_316_bumblebee-4,bumblebee,Bumblebee#genus,compound<,coloney,NOUN,5,compound< coloney,-0.10415506745393233,0.021297220596603102,Hymenoptera__order,location_topic,5,9
12,Arm-33e3_186_ants-21,ants,Eciton_burchellii#species,nmod>,Commons,PROPN,24,nmod> ...,-0.4340589435500693,-0.1386097955725428,Hymenoptera__order,location_topic,0,5
0,Bum-e9d6_249_bumblebees-9,bumblebees,Bombus_terrestris#species,nmod<det>,the,DET,1,nmod<det> the,-0.5104804786052126,-0.21802187663313605,Hymenoptera__order,location_topic,0,5
0,Eur39b4_5_bee-7,bee,European_honey_bee#species,nmod<det>,the,DET,1,nmod<det> the,-0.5104804786052126,-0.21802187663313605,Hymenoptera__order,location_topic,0,5
3,Eur39b4_5_bee-7,bee,European_honey_bee#species,det>,a,DET,4,det> a,0.4415146161120189,-0.18567922088850075,Hymenoptera__order,location_topic,0,5
5,Van-b9b9_80_bee-14,bee,European_honey_bee#species,det>,a,DET,12,det> a,0.4415146161120189,-0.18567922088850075,Hymenoptera__order,location_topic,0,5
2,Bom-c423_308_bumblebees-8,bumblebees,Bumblebee#genus,nmod<det>,a,DET,3,nmod<det> ...,-0.44874786387514604,-0.18603776129037303,Hymenoptera__order,location_topic,0,5
10,Wes-8d71_7_bee-4,bee,European_honey_bee#species,nsubj<conj>cc>,and,CCONJ,13,nsubj<conj>cc> and,-0.38327150865175635,0.11275979566984243,Hymenoptera__order,location_topic,1,2
2,Ant-938d_243_ants-3,ants,Ant#family,nmod>case>,of,ADP,4,nmod>case> of,-0.5388280868400573,0.3707343850059425,Hymenoptera__order,location_topic,1,2
4,Ant-938d_243_ants-3,ants,Ant#family,nmod>,America,PROPN,6,nmod> ...,-0.40874913586186923,0.1638515467954507,Hymenoptera__order,location_topic,1,2
5,Ant-938d_243_ants-3,ants,Ant#family,nmod>case>,such,ADJ,8,nmod>case> ...,-0.4488585026308092,0.2473554478941888,Hymenoptera__order,location_topic,1,2
10,Ant-938d_243_ants-3,ants,Ant#family,nmod>,species,NOUN,13,nmod> ...,-0.5176960519493944,0.12365671706138427,Hymenoptera__order,location_topic,1,2
7,Las-be5f_3_ant-11,ant,Black_garden_ant#species,det>,the,DET,8,det> the,-0.4194794681247585,-0.3639818025617422,Hymenoptera__order,location_topic,3,2
8,Las-be5f_3_ant-11,ant,Black_garden_ant#species,amod>,black,ADJ,9,amod> ...,-0.1655482164411815,0.7582973237082973,Hymenoptera__order,location_topic,3,2
10,Las-be5f_3_ant-11,ant,Black_garden_ant#species,appos>,Lasius,PROPN,13,appos> ...,-0.3361433582085535,-0.1984966166632965,Hymenoptera__order,location_topic,3,2
2,Wes-8d71_18_bee-3,bee,European_honey_bee#species,appos>,distribution,NOUN,5,appos> distribution,-0.23730965016615518,-0.07879697995008265,Hymenoptera__order,location_topic,3,2
