feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj< yellowjacket,0.962,0.0,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj< ...,0.943,0.0,0.97,0.0,36,Hymenoptera__order,taxongroup_topic
conj> ...,0.941,0.001,0.805,0.016,49,Hymenoptera__order,taxongroup_topic
conj< bee,0.925,0.001,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj> beetle,0.913,0.002,0.733,0.039,3,Hymenoptera__order,taxongroup_topic
conj< wasp,0.91,0.002,0.577,0.134,7,Hymenoptera__order,taxongroup_topic
nsubj<appos>det> the,0.907,0.002,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nsubj<nmod>amod> ...,0.905,0.002,0.764,0.027,7,Hymenoptera__order,taxongroup_topic
conj<conj>amod> western,0.902,0.002,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
obl<conj>cc> ...,0.899,0.002,0.577,0.134,1,Hymenoptera__order,taxongroup_topic
nsubj<obl>case> for,0.895,0.003,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj< bird,0.893,0.003,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
compound<nsubj:pass<obl> ...,-0.89,0.003,-0.577,0.134,3,Hymenoptera__order,taxongroup_topic
conj< be,0.888,0.003,0.577,0.134,19,Hymenoptera__order,taxongroup_topic
conj< insects,0.879,0.004,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj< flea,0.877,0.004,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nsubj<appos>det> a,0.876,0.004,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nmod>det> the,0.874,0.005,0.385,0.346,7,Hymenoptera__order,taxongroup_topic
conj<case> of,0.874,0.005,0.764,0.027,6,Hymenoptera__order,taxongroup_topic
conj< sawfly,0.869,0.005,0.577,0.134,5,Hymenoptera__order,taxongroup_topic
obl<conj>aux:pass> be,0.867,0.005,0.577,0.134,4,Hymenoptera__order,taxongroup_topic
nsubj<obl>case> to,0.867,0.005,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj< ant,0.861,0.006,0.866,0.005,27,Hymenoptera__order,taxongroup_topic
obl< other,0.859,0.006,0.756,0.03,2,Hymenoptera__order,taxongroup_topic
nmod< ...,0.859,0.006,0.85,0.008,31,Hymenoptera__order,taxongroup_topic
det> Hairy,0.856,0.007,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj<conj> yellowjacket,0.854,0.007,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
obl<conj>cc> and,0.852,0.007,0.577,0.134,7,Hymenoptera__order,taxongroup_topic
nsubj<obl>det> all,0.847,0.008,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nsubj<conj<nsubj> ...,0.846,0.008,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
amod> ...,0.842,0.009,0.515,0.192,53,Hymenoptera__order,taxongroup_topic
compound> Wood,0.841,0.009,0.756,0.03,4,Hymenoptera__order,taxongroup_topic
nsubj<obl>case> ...,0.84,0.009,0.577,0.134,7,Hymenoptera__order,taxongroup_topic
obl<conj>det> ...,0.838,0.009,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
conj<case> as,0.836,0.01,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
appos<conj< ...,-0.835,0.01,-0.733,0.039,3,Hymenoptera__order,taxongroup_topic
conj<nmod<amod> social,0.833,0.01,0.655,0.078,6,Hymenoptera__order,taxongroup_topic
obl<advcl>obl> ...,0.833,0.01,0.764,0.027,4,Hymenoptera__order,taxongroup_topic
conj< locusts,0.833,0.01,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
cc> and,0.832,0.01,0.913,0.002,51,Hymenoptera__order,taxongroup_topic
det> a,0.832,0.01,0.518,0.188,10,Hymenoptera__order,taxongroup_topic
conj<case> include,0.832,0.01,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
nmod<case> ...,0.83,0.011,0.764,0.027,9,Hymenoptera__order,taxongroup_topic
nmod<obj< ...,0.83,0.011,0.546,0.162,8,Hymenoptera__order,taxongroup_topic
nmod>det> a,0.829,0.011,0.327,0.429,4,Hymenoptera__order,taxongroup_topic
conj<case> such,0.823,0.012,0.577,0.134,19,Hymenoptera__order,taxongroup_topic
compound<obl< ...,-0.82,0.013,-0.577,0.134,3,Hymenoptera__order,taxongroup_topic
nsubj:pass<obl>case> ...,0.818,0.013,0.577,0.134,1,Hymenoptera__order,taxongroup_topic
conj<case> ...,0.816,0.014,0.577,0.134,4,Hymenoptera__order,taxongroup_topic
nsubj:pass<obl>case> in,0.815,0.014,0.764,0.027,4,Hymenoptera__order,taxongroup_topic
amod> black,0.815,0.014,0.77,0.025,6,Hymenoptera__order,taxongroup_topic
acl:relcl>advmod> ...,-0.809,0.015,-0.655,0.078,3,Hymenoptera__order,taxongroup_topic
case> by,0.807,0.015,0.577,0.134,4,Hymenoptera__order,taxongroup_topic
obl<acl<det> ...,0.806,0.016,0.577,0.134,1,Hymenoptera__order,taxongroup_topic
case> of,0.803,0.016,0.512,0.194,43,Hymenoptera__order,taxongroup_topic
conj<case> unlike,0.801,0.017,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
conj<conj< ...,0.798,0.017,0.655,0.078,5,Hymenoptera__order,taxongroup_topic
nsubj<obl>case> unlike,0.797,0.018,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
conj<case> in,0.788,0.02,0.577,0.134,5,Hymenoptera__order,taxongroup_topic
compound<amod<amod> ...,0.785,0.021,0.577,0.134,4,Hymenoptera__order,taxongroup_topic
appos>compound> Cataglyphis,0.784,0.021,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
case> like,0.783,0.021,0.655,0.078,5,Hymenoptera__order,taxongroup_topic
nsubj<obj>nmod:poss> they,0.783,0.022,0.733,0.039,3,Hymenoptera__order,taxongroup_topic
nmod>case> in,0.782,0.022,0.756,0.03,8,Hymenoptera__order,taxongroup_topic
nmod< species,0.781,0.022,0.764,0.027,13,Hymenoptera__order,taxongroup_topic
nmod<obl< ...,0.779,0.023,0.784,0.021,8,Hymenoptera__order,taxongroup_topic
conj<cop> be,-0.779,0.023,-0.109,0.797,10,Hymenoptera__order,taxongroup_topic
case> on,0.777,0.023,0.655,0.078,3,Hymenoptera__order,taxongroup_topic
conj<case> from,0.773,0.025,0.577,0.134,3,Hymenoptera__order,taxongroup_topic
nmod<case> to,0.771,0.025,0.733,0.039,3,Hymenoptera__order,taxongroup_topic
nmod>amod> ...,0.77,0.025,0.764,0.027,13,Hymenoptera__order,taxongroup_topic
conj<case> like,0.77,0.025,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nmod<amod> other,0.769,0.026,0.655,0.078,6,Hymenoptera__order,taxongroup_topic
nmod>case> such,0.766,0.027,0.577,0.134,2,Hymenoptera__order,taxongroup_topic
nsubj<conj>cop> be,0.766,0.027,0.764,0.027,3,Hymenoptera__order,taxongroup_topic
case> from,0.763,0.027,0.546,0.162,3,Hymenoptera__order,taxongroup_topic
