feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
appos<nmod< ...,0.986,0.0,0.577,0.134,3,Hymenoptera__order,free_topic
conj<conj> beetle,0.977,0.0,0.764,0.027,23,Hymenoptera__order,free_topic
obl<obl>nmod> ...,0.968,0.0,0.577,0.134,5,Hymenoptera__order,free_topic
obl<nsubj> which,0.966,0.0,0.577,0.134,5,Hymenoptera__order,free_topic
obl<nsubj> they,0.965,0.0,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<advmod> altruistically,0.96,0.0,0.577,0.134,2,Hymenoptera__order,free_topic
obl<nsubj> that,0.959,0.0,0.577,0.134,2,Hymenoptera__order,free_topic
conj<conj> ant,0.955,0.0,0.536,0.171,13,Hymenoptera__order,free_topic
obl<nsubj> ...,0.953,0.0,0.192,0.648,27,Hymenoptera__order,free_topic
obl<nsubj> be,0.951,0.0,0.577,0.134,2,Hymenoptera__order,free_topic
obl<obl>nmod> Chalicodoma,0.951,0.0,0.577,0.134,2,Hymenoptera__order,free_topic
conj<conj> termite,0.949,0.0,0.546,0.162,10,Hymenoptera__order,free_topic
obl<nsubj> this,0.947,0.0,0.577,0.134,3,Hymenoptera__order,free_topic
nsubj<advmod> how,0.941,0.0,0.577,0.134,4,Hymenoptera__order,free_topic
conj<obl<obj> ...,0.937,0.001,0.873,0.005,8,Hymenoptera__order,free_topic
det> ...,0.936,0.001,0.764,0.027,3,Hymenoptera__order,free_topic
acl:relcl>obl> it,0.936,0.001,0.577,0.134,3,Hymenoptera__order,free_topic
conj<conj> wasp,0.935,0.001,0.546,0.162,15,Hymenoptera__order,free_topic
conj<conj> fly,0.935,0.001,0.464,0.247,27,Hymenoptera__order,free_topic
conj<conj> ...,0.931,0.001,0.342,0.408,184,Hymenoptera__order,free_topic
conj< species,0.929,0.001,0.866,0.005,4,Hymenoptera__order,free_topic
nmod< ...,0.919,0.001,0.647,0.083,104,Hymenoptera__order,free_topic
nsubj<acl:relcl>nsubj> that,0.915,0.001,0.764,0.027,4,Hymenoptera__order,free_topic
obl<obl>nmod> genera,0.915,0.001,0.577,0.134,2,Hymenoptera__order,free_topic
conj> acacias,0.915,0.001,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<conj>amod> ...,0.913,0.002,0.577,0.134,3,Hymenoptera__order,free_topic
conj<conj> be,0.912,0.002,0.784,0.021,18,Hymenoptera__order,free_topic
nmod>case> such,0.905,0.002,0.577,0.134,4,Hymenoptera__order,free_topic
nmod< species,0.9,0.002,0.873,0.005,18,Hymenoptera__order,free_topic
conj<case> include,0.898,0.002,0.849,0.008,14,Hymenoptera__order,free_topic
conj> snake,0.897,0.002,0.577,0.134,2,Hymenoptera__order,free_topic
nmod<nsubj>det> the,0.894,0.003,0.577,0.134,3,Hymenoptera__order,free_topic
conj< ...,0.894,0.003,0.802,0.017,88,Hymenoptera__order,free_topic
nmod< mimics,0.894,0.003,0.756,0.03,4,Hymenoptera__order,free_topic
conj> be,0.892,0.003,0.577,0.134,6,Hymenoptera__order,free_topic
nmod< relationship,0.892,0.003,0.577,0.134,3,Hymenoptera__order,free_topic
conj> spider,0.891,0.003,0.577,0.134,5,Hymenoptera__order,free_topic
obl<nsubj:pass>amod> ...,0.89,0.003,0.655,0.078,9,Hymenoptera__order,free_topic
case> with,0.889,0.003,0.85,0.008,17,Hymenoptera__order,free_topic
nsubj<advmod> ...,0.887,0.003,0.546,0.162,16,Hymenoptera__order,free_topic
obl<mark> to,0.886,0.003,0.764,0.027,12,Hymenoptera__order,free_topic
compound<case> ...,0.884,0.004,0.866,0.005,8,Hymenoptera__order,free_topic
nmod< distribution,0.883,0.004,0.577,0.134,2,Hymenoptera__order,free_topic
nmod>case> in,0.881,0.004,0.791,0.019,11,Hymenoptera__order,free_topic
nmod>amod> ...,0.88,0.004,0.577,0.134,8,Hymenoptera__order,free_topic
nsubj<advmod> also,0.88,0.004,0.436,0.28,4,Hymenoptera__order,free_topic
conj<conj> bug,0.879,0.004,0.733,0.039,10,Hymenoptera__order,free_topic
conj> wasp,0.878,0.004,0.327,0.429,13,Hymenoptera__order,free_topic
nmod<nmod:poss> its,0.877,0.004,0.756,0.03,2,Hymenoptera__order,free_topic
obl<nsubj> species,0.877,0.004,0.577,0.134,3,Hymenoptera__order,free_topic
conj> beetle,0.876,0.004,0.577,0.134,5,Hymenoptera__order,free_topic
nmod<conj> ...,0.873,0.005,0.764,0.027,17,Hymenoptera__order,free_topic
cc> or,0.871,0.005,0.932,0.001,10,Hymenoptera__order,free_topic
conj> termite,0.868,0.005,0.327,0.429,20,Hymenoptera__order,free_topic
obl<conj<obl> ...,0.868,0.005,0.784,0.021,5,Hymenoptera__order,free_topic
obl<nsubj:pass>det> ...,0.868,0.005,0.577,0.134,3,Hymenoptera__order,free_topic
appos<case> ...,0.867,0.005,0.756,0.03,2,Hymenoptera__order,free_topic
compound>amod> western,-0.864,0.006,-0.866,0.005,4,Hymenoptera__order,free_topic
obl<obj>amod> ...,0.863,0.006,0.764,0.027,4,Hymenoptera__order,free_topic
conj> ...,0.862,0.006,-0.14,0.74,57,Hymenoptera__order,free_topic
conj<conj> moth,0.862,0.006,0.464,0.247,14,Hymenoptera__order,free_topic
obl<acl:relcl<obl< ...,0.861,0.006,0.764,0.027,4,Hymenoptera__order,free_topic
nmod<nsubj<expl> there,0.859,0.006,0.756,0.03,4,Hymenoptera__order,free_topic
nmod> ...,0.858,0.006,-0.076,0.858,37,Hymenoptera__order,free_topic
acl:relcl>obl>case> ...,0.857,0.007,0.577,0.134,4,Hymenoptera__order,free_topic
nmod< prey,0.853,0.007,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<obl>case> into,0.852,0.007,0.764,0.027,3,Hymenoptera__order,free_topic
nsubj< protect,0.852,0.007,0.577,0.134,4,Hymenoptera__order,free_topic
nsubj< see,0.851,0.007,0.577,0.134,3,Hymenoptera__order,free_topic
conj< bird,0.848,0.008,0.764,0.027,9,Hymenoptera__order,free_topic
cc> and,0.848,0.008,0.708,0.05,78,Hymenoptera__order,free_topic
conj>amod> ...,0.846,0.008,0.577,0.134,13,Hymenoptera__order,free_topic
conj> insect,0.845,0.008,0.577,0.134,6,Hymenoptera__order,free_topic
nmod>case> of,0.845,0.008,0.77,0.025,9,Hymenoptera__order,free_topic
nsubj<advmod> often,0.845,0.008,0.546,0.162,3,Hymenoptera__order,free_topic
conj> ant,0.845,0.008,0.577,0.134,7,Hymenoptera__order,free_topic
obl<obj> ...,0.845,0.008,0.77,0.025,15,Hymenoptera__order,free_topic
obj<nsubj>det> ...,0.844,0.008,0.764,0.027,3,Hymenoptera__order,free_topic
nmod<obj<aux> ...,0.843,0.009,0.756,0.03,4,Hymenoptera__order,free_topic
nsubj<advmod> so,0.842,0.009,0.546,0.162,3,Hymenoptera__order,free_topic
case> of,0.842,0.009,0.655,0.078,95,Hymenoptera__order,free_topic
acl:relcl>obl> turnd,0.842,0.009,0.577,0.134,2,Hymenoptera__order,free_topic
compound<compound<det> the,-0.841,0.009,-0.846,0.008,6,Hymenoptera__order,free_topic
nsubj:pass<obl>case> in,0.84,0.009,0.577,0.134,7,Hymenoptera__order,free_topic
nmod>case> ...,0.84,0.009,0.546,0.162,6,Hymenoptera__order,free_topic
nmod<case> for,0.839,0.009,0.764,0.027,4,Hymenoptera__order,free_topic
nsubj<obl>case> for,0.838,0.009,0.764,0.027,4,Hymenoptera__order,free_topic
nmod<obj<conj> ...,0.837,0.009,0.764,0.027,4,Hymenoptera__order,free_topic
obl<mark> when,0.837,0.009,0.756,0.03,2,Hymenoptera__order,free_topic
nsubj<obl>case> than,0.837,0.01,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<advcl>cop> be,0.836,0.01,0.733,0.039,3,Hymenoptera__order,free_topic
nmod<obl< develop,0.836,0.01,0.756,0.03,2,Hymenoptera__order,free_topic
conj< wasp,0.835,0.01,0.764,0.027,5,Hymenoptera__order,free_topic
nsubj<det> the,0.835,0.01,0.866,0.005,4,Hymenoptera__order,free_topic
conj<conj> earwig,0.835,0.01,0.764,0.027,10,Hymenoptera__order,free_topic
nmod<det> a,0.835,0.01,0.764,0.027,18,Hymenoptera__order,free_topic
nsubj:pass<obl>case> ...,0.834,0.01,0.436,0.28,5,Hymenoptera__order,free_topic
obl<advcl<conj> ...,0.832,0.01,0.577,0.134,3,Hymenoptera__order,free_topic
obl<obj> dispersal,0.825,0.012,0.577,0.134,2,Hymenoptera__order,free_topic
appos>flat> ...,0.823,0.012,0.764,0.027,4,Hymenoptera__order,free_topic
conj<obl<nsubj> Pollination,0.823,0.012,0.577,0.134,2,Hymenoptera__order,free_topic
conj<case> from,0.822,0.012,0.845,0.008,6,Hymenoptera__order,free_topic
conj<case> by,0.822,0.012,0.764,0.027,8,Hymenoptera__order,free_topic
acl:relcl>obl>case> on,0.822,0.012,0.577,0.134,7,Hymenoptera__order,free_topic
conj>amod> other,0.821,0.012,0.577,0.134,10,Hymenoptera__order,free_topic
conj<conj> grasshopper,0.821,0.013,0.764,0.027,13,Hymenoptera__order,free_topic
nmod<obj< show,0.817,0.013,0.577,0.134,2,Hymenoptera__order,free_topic
nmod>det> a,0.817,0.013,0.577,0.134,3,Hymenoptera__order,free_topic
nmod>case> from,0.817,0.013,0.481,0.227,5,Hymenoptera__order,free_topic
nsubj<obl>case> on,0.815,0.014,0.577,0.134,4,Hymenoptera__order,free_topic
nmod<det> ...,0.815,0.014,0.764,0.027,3,Hymenoptera__order,free_topic
nmod<obl<nsubj> that,0.814,0.014,0.756,0.03,2,Hymenoptera__order,free_topic
nsubj:pass<obl>case> on,0.813,0.014,0.577,0.134,3,Hymenoptera__order,free_topic
nmod> family,0.813,0.014,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<obl>det> a,0.813,0.014,0.577,0.134,5,Hymenoptera__order,free_topic
nsubj<obl>case> from,0.812,0.014,0.577,0.134,6,Hymenoptera__order,free_topic
nmod< nests,0.812,0.014,0.756,0.03,4,Hymenoptera__order,free_topic
nmod<nsubj< be,0.811,0.015,0.756,0.03,4,Hymenoptera__order,free_topic
nsubj:pass<conj> ...,0.81,0.015,0.109,0.797,4,Hymenoptera__order,free_topic
conj<nmod<nmod> ...,0.809,0.015,0.733,0.039,5,Hymenoptera__order,free_topic
nmod>det> ...,0.809,0.015,0.577,0.134,1,Hymenoptera__order,free_topic
obl<advmod>advmod> ...,0.809,0.015,0.764,0.027,4,Hymenoptera__order,free_topic
cc> as,0.808,0.015,0.756,0.03,2,Hymenoptera__order,free_topic
nsubj<obl>case> with,0.807,0.016,0.756,0.03,4,Hymenoptera__order,free_topic
nsubj< ...,0.807,0.016,0.546,0.162,93,Hymenoptera__order,free_topic
obl<nsubj> it,0.806,0.016,0.327,0.429,3,Hymenoptera__order,free_topic
conj<conj< ...,0.806,0.016,0.791,0.019,6,Hymenoptera__order,free_topic
acl:relcl>nsubj> they,0.806,0.016,0.577,0.134,2,Hymenoptera__order,free_topic
nmod<obj< attack,0.805,0.016,0.577,0.134,2,Hymenoptera__order,free_topic
nsubj<advmod> not,0.805,0.016,0.327,0.429,3,Hymenoptera__order,free_topic
conj<det> some,0.804,0.016,0.764,0.027,3,Hymenoptera__order,free_topic
compound>compound> cicada,0.803,0.016,0.577,0.134,2,Hymenoptera__order,free_topic
conj<conj<obl> ...,0.802,0.017,0.764,0.027,5,Hymenoptera__order,free_topic
compound<amod> other,0.801,0.017,0.577,0.134,2,Hymenoptera__order,free_topic
compound<conj> ...,0.801,0.017,0.577,0.134,3,Hymenoptera__order,free_topic
nsubj<obl>case> ...,0.801,0.017,0.577,0.134,10,Hymenoptera__order,free_topic
nsubj<obl>case> in,0.798,0.018,0.577,0.134,20,Hymenoptera__order,free_topic
conj<case> like,0.798,0.018,0.655,0.078,5,Hymenoptera__order,free_topic
conj< be,0.797,0.018,0.866,0.005,12,Hymenoptera__order,free_topic
conj<nmod<amod> ...,0.792,0.019,0.791,0.019,14,Hymenoptera__order,free_topic
compound<cc> ...,-0.792,0.019,-0.577,0.134,1,Hymenoptera__order,free_topic
nsubj<obl>case> to,0.789,0.02,0.577,0.134,6,Hymenoptera__order,free_topic
obl<advmod> ...,0.788,0.02,0.786,0.021,18,Hymenoptera__order,free_topic
amod>conj> ...,0.788,0.02,0.674,0.067,5,Hymenoptera__order,free_topic
conj< beetle,0.786,0.021,0.655,0.078,7,Hymenoptera__order,free_topic
appos<case> in,0.786,0.021,0.674,0.067,4,Hymenoptera__order,free_topic
cc> ...,0.785,0.021,0.756,0.03,2,Hymenoptera__order,free_topic
nmod>nmod>case> of,0.784,0.021,0.577,0.134,4,Hymenoptera__order,free_topic
nmod<obl<nsubj> ...,0.784,0.021,0.764,0.027,12,Hymenoptera__order,free_topic
