feat	count	weight	rel_role	group_name
amod> ...	45.0	1.174	adaptation_comment	Hymenoptera__order
amod< ...	33.0	0.171	adaptation_comment	Hymenoptera__order
case> ...	25.0	0.87	adaptation_comment	Hymenoptera__order
det> ...	18.0	1.003	adaptation_comment	Hymenoptera__order
nmod>case> ...	16.0	0.735	adaptation_comment	Hymenoptera__order
nmod> ...	16.0	0.689	adaptation_comment	Hymenoptera__order
nmod< ...	15.0	0.424	adaptation_comment	Hymenoptera__order
amod<case> ...	15.0	0.643	adaptation_comment	Hymenoptera__order
cop> ...	13.0	0.281	adaptation_comment	Hymenoptera__order
cop> be	13.0	0.281	adaptation_comment	Hymenoptera__order
amod<det> ...	13.0	0.524	adaptation_comment	Hymenoptera__order
nsubj> ...	12.0	0.28	adaptation_comment	Hymenoptera__order
obj< ...	11.0	0.491	adaptation_comment	Hymenoptera__order
conj> ...	11.0	1.092	adaptation_comment	Hymenoptera__order
amod<amod> ...	10.0	0.391	adaptation_comment	Hymenoptera__order
nmod<amod> ...	10.0	0.677	adaptation_comment	Hymenoptera__order
case> of	10.0	0.854	adaptation_comment	Hymenoptera__order
det> the	10.0	1.119	adaptation_comment	Hymenoptera__order
obl< ...	10.0	0.426	adaptation_comment	Hymenoptera__order
nmod<det> ...	9.0	0.646	adaptation_comment	Hymenoptera__order
compound> ...	9.0	0.395	adaptation_comment	Hymenoptera__order
compound< ...	8.0	0.643	adaptation_comment	Hymenoptera__order
nsubj< ...	8.0	0.671	adaptation_comment	Hymenoptera__order
nmod>case> of	8.0	0.813	adaptation_comment	Hymenoptera__order
obj<nsubj> ...	8.0	0.35	adaptation_comment	Hymenoptera__order
amod<obl< ...	8.0	0.527	adaptation_comment	Hymenoptera__order
nmod<obj< ...	7.0	0.752	adaptation_comment	Hymenoptera__order
amod<det> the	7.0	0.518	adaptation_comment	Hymenoptera__order
nsubj<obj>conj> ...	7.0	0.374	adaptation_comment	Hymenoptera__order
nmod>det> ...	6.0	0.53	adaptation_comment	Hymenoptera__order
conj>cc> ...	6.0	0.68	adaptation_comment	Hymenoptera__order
det> a	6.0	1.079	adaptation_comment	Hymenoptera__order
advmod> ...	6.0	0.487	adaptation_comment	Hymenoptera__order
amod<nmod< ...	6.0	0.355	adaptation_comment	Hymenoptera__order
nsubj<obj> ...	6.0	0.53	adaptation_comment	Hymenoptera__order
nsubj>compound> ...	5.0	0.805	adaptation_comment	Hymenoptera__order
appos> ...	5.0	0.393	adaptation_comment	Hymenoptera__order
nmod>compound> ...	5.0	0.406	adaptation_comment	Hymenoptera__order
amod<obj< ...	5.0	0.541	adaptation_comment	Hymenoptera__order
nsubj>amod> ...	5.0	0.21	adaptation_comment	Hymenoptera__order
nmod<nmod>case> ...	5.0	0.435	adaptation_comment	Hymenoptera__order
case> as	5.0	0.965	adaptation_comment	Hymenoptera__order
nmod<det> a	5.0	0.644	adaptation_comment	Hymenoptera__order
nmod>amod> ...	5.0	0.312	adaptation_comment	Hymenoptera__order
amod< insect	5.0	0.158	adaptation_comment	Hymenoptera__order
obl<advmod> ...	5.0	0.364	adaptation_comment	Hymenoptera__order
nmod<nmod> ...	5.0	0.396	adaptation_comment	Hymenoptera__order
amod<case> in	5.0	0.551	adaptation_comment	Hymenoptera__order
amod<nsubj< ...	5.0	0.677	adaptation_comment	Hymenoptera__order
amod<cop> ...	4.0	0.528	adaptation_comment	Hymenoptera__order
amod<nsubj> ...	4.0	0.364	adaptation_comment	Hymenoptera__order
amod>advmod> ...	4.0	0.161	adaptation_comment	Hymenoptera__order
nmod<obj<advcl> ...	4.0	0.526	adaptation_comment	Hymenoptera__order
obj<nsubj>det> ...	4.0	0.499	adaptation_comment	Hymenoptera__order
obl<obj> ...	4.0	0.273	adaptation_comment	Hymenoptera__order
obl<conj> ...	4.0	0.45	adaptation_comment	Hymenoptera__order
amod<case> of	4.0	0.695	adaptation_comment	Hymenoptera__order
nmod<obj<nsubj> ...	4.0	0.552	adaptation_comment	Hymenoptera__order
amod<obl<nsubj> ...	4.0	0.334	adaptation_comment	Hymenoptera__order
nmod<amod> high	4.0	0.853	adaptation_comment	Hymenoptera__order
amod<cop> be	4.0	0.528	adaptation_comment	Hymenoptera__order
nmod<det> the	4.0	0.71	adaptation_comment	Hymenoptera__order
compound<compound< ...	4.0	0.428	adaptation_comment	Hymenoptera__order
conj>cc> and	4.0	0.773	adaptation_comment	Hymenoptera__order
nmod>conj>cc> ...	4.0	0.228	adaptation_comment	Hymenoptera__order
nsubj<conj> ...	4.0	0.392	adaptation_comment	Hymenoptera__order
amod<conj> ...	4.0	0.317	adaptation_comment	Hymenoptera__order
nsubj>det> ...	4.0	0.445	adaptation_comment	Hymenoptera__order
amod> native	4.0	1.23	adaptation_comment	Hymenoptera__order
obj<aux> ...	4.0	0.603	adaptation_comment	Hymenoptera__order
appos< ...	4.0	0.341	adaptation_comment	Hymenoptera__order
nmod>conj> ...	4.0	0.808	adaptation_comment	Hymenoptera__order
obl>case> ...	4.0	0.291	adaptation_comment	Hymenoptera__order
conj>amod> ...	4.0	0.563	adaptation_comment	Hymenoptera__order
nsubj<obj>amod> ...	3.0	0.451	adaptation_comment	Hymenoptera__order
nmod<nsubj< ...	3.0	0.419	adaptation_comment	Hymenoptera__order
amod<nmod> ...	3.0	0.336	adaptation_comment	Hymenoptera__order
