relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Dol-b828_59_Dolomedes-1	Dol-b828_63_bog-5	Dol-b828_59_Dolomedes-1_2050	59	Dol-b828_63_bog-5_4511	63	4	Dolomedes	bog	17.4
location	Dol-b828_72_Dolomedes-1	Dol-b828_76_wetlands-19	Dol-b828_72_Dolomedes-1_2050	72	Dol-b828_76_wetlands-19_4542	76	4	Dolomedes	wetlands	17.4
location	Dol-b828_80_Dolomedes-1	Dol-b828_76_wetlands-19	Dol-b828_80_Dolomedes-1_2050	80	Dol-b828_76_wetlands-19_4542	76	4	Dolomedes	wetlands	17.4
location	Dol-b828_71_spider-4	Dol-b828_76_wetlands-19	Dol-b828_71_spider-4_4865	71	Dol-b828_76_wetlands-19_4542	76	5	raft spiders	wetlands	16.667
location	Her-fb77_163_crab-2	Her-fb77_158_reef-6	Her-fb77_163_crab-2_2525	163	Her-fb77_158_reef-6_4532	158	5	Hermit crabs	reefs	16.667
location	Tid-b2db_85_crab-5	Tid-b2db_80_zone-3	Tid-b2db_85_crab-5_5092	85	Tid-b2db_80_zone-3_4521	80	5	hermit crabs	intertidal zone	16.667
location	Sol-e070_95_scorpion-11	Sol-e070_99_desert-29	Sol-e070_95_scorpion-11_5492	95	Sol-e070_99_desert-29_34	99	4	wind scorpion	Desert	16.6
location	Sol-e070_95_scorpion-9	Sol-e070_99_desert-29	Sol-e070_95_scorpion-9_5492	95	Sol-e070_99_desert-29_34	99	4	wind scorpion	Desert	16.6
location	Sol-e070_95_scorpion-17	Sol-e070_99_desert-29	Sol-e070_95_scorpion-17_5492	95	Sol-e070_99_desert-29_34	99	4	wind scorpion	Desert	16.6
location	Sol0749_3_spiders-2	Sol0749_9_deserts-15	Sol0749_3_spiders-2_3354	3	Sol0749_9_deserts-15_3805	9	6	Camel spiders	desert	14.286
location	Tar-bf27_15_tarantula-6	Tar-bf27_21_rainforest-14	Tar-bf27_15_tarantula-6_4198	15	Tar-bf27_21_rainforest-14_3811	21	6	tarantulas	rainforest	14.286
location	Tar-bf27_15_tarantula-6	Tar-bf27_21_desert-16	Tar-bf27_15_tarantula-6_4198	15	Tar-bf27_21_desert-16_3805	21	6	tarantulas	desert	14.286
location	Tid-b2db_86_crabs-2	Tid-b2db_80_zone-3	Tid-b2db_86_crabs-2_2525	86	Tid-b2db_80_zone-3_4521	80	6	Hermit crabs	intertidal zone	14.286
location	Dol-b828_70_spider-4	Dol-b828_76_wetlands-19	Dol-b828_70_spider-4_4865	70	Dol-b828_76_wetlands-19_4542	76	6	raft spiders	wetlands	14.286
location	Tar-bf27_16_birdeater-15	Tar-bf27_21_rainforest-14	Tar-bf27_16_birdeater-15_5019	16	Tar-bf27_21_rainforest-14_3811	21	5	goliath birdeater	rainforest	13.833
location	Sol0749_2_spiders-2	Sol0749_9_deserts-15	Sol0749_2_spiders-2_3354	2	Sol0749_9_deserts-15_3805	9	7	Camel spiders	desert	12.5
location	Tar-bf27_14_tarantula-7	Tar-bf27_21_rainforest-14	Tar-bf27_14_tarantula-7_4198	14	Tar-bf27_21_rainforest-14_3811	21	7	tarantulas	rainforest	12.5
location	Tar-bf27_28_tarantula-8	Tar-bf27_21_rainforest-14	Tar-bf27_28_tarantula-8_4198	28	Tar-bf27_21_rainforest-14_3811	21	7	tarantulas	rainforest	12.5
location	Dolc856_15_spider-3	Dolc856_8_marshes-29	Dolc856_15_spider-3_4865	15	Dolc856_8_marshes-29_3807	8	7	raft spiders	marsh	12.5
location	Dol-b828_69_Dolomedes-2	Dol-b828_63_bog-5	Dol-b828_69_Dolomedes-2_2050	69	Dol-b828_63_bog-5_4511	63	6	Dolomedes	bog	12.429
location	Sol-e070_93_Solifugae-3	Sol-e070_99_desert-29	Sol-e070_93_Solifugae-3_3355	93	Sol-e070_99_desert-29_34	99	6	Solifugae	Desert	12.429
location	Dol-b828_67_Dolomedes-1	Dol-b828_61_lakes-15	Dol-b828_67_Dolomedes-1_2050	67	Dol-b828_61_lakes-15_4522	61	6	Dolomedes	lakes and ponds	12.429
location	Dol-b828_4_Dolomedes-3	Dol-b828_10_bogs-38	Dol-b828_4_Dolomedes-3_2050	4	Dol-b828_10_bogs-38_4511	10	6	Dolomedes	bog	12.429
location	Tid-b2db_33_crabs-9	Tid-b2db_25_zone-7	Tid-b2db_33_crabs-9_5092	33	Tid-b2db_25_zone-7_4521	25	8	hermit crabs	intertidal zone	11.111
location	Tar-bf27_29_tarantulas-9	Tar-bf27_21_rainforest-14	Tar-bf27_29_tarantulas-9_4198	29	Tar-bf27_21_rainforest-14_3811	21	8	tarantulas	rainforest	11.111
location	Dol-b828_69_Dolomedes-2	Dol-b828_76_wetlands-19	Dol-b828_69_Dolomedes-2_2050	69	Dol-b828_76_wetlands-19_4542	76	7	Dolomedes	wetlands	10.875
location	Dol-b828_54_Dolomedes-1	Dol-b828_61_lakes-15	Dol-b828_54_Dolomedes-1_2050	54	Dol-b828_61_lakes-15_4522	61	7	Dolomedes	lakes and ponds	10.875
location	Sol-e070_92_Solifugae-1	Sol-e070_99_desert-29	Sol-e070_92_Solifugae-1_3355	92	Sol-e070_99_desert-29_34	99	7	Solifugae	Desert	10.875
location	Dol-b828_3_spiders-13	Dol-b828_10_bogs-38	Dol-b828_3_spiders-13_4868	3	Dol-b828_10_bogs-38_4511	10	7	wharf spiders	bog	10.375
location	Dol-b828_3_spiders-16	Dol-b828_10_bogs-38	Dol-b828_3_spiders-16_4866	3	Dol-b828_10_bogs-38_4511	10	7	dock spiders	bog	10.375
location	Dol-b828_3_spiders-7	Dol-b828_10_bogs-38	Dol-b828_3_spiders-7_4868	3	Dol-b828_10_bogs-38_4511	10	7	wharf spiders	bog	10.375
location	Dol-b828_3_spiders-10	Dol-b828_10_bogs-38	Dol-b828_3_spiders-10_4868	3	Dol-b828_10_bogs-38_4511	10	7	wharf spiders	bog	10.375
location	Tar-bf27_14_birdeater-25	Tar-bf27_21_rainforest-14	Tar-bf27_14_birdeater-25_5019	14	Tar-bf27_21_rainforest-14_3811	21	7	goliath birdeater	rainforest	10.375
location	Tar-bf27_12_tarantulas-10	Tar-bf27_21_rainforest-14	Tar-bf27_12_tarantulas-10_4198	12	Tar-bf27_21_rainforest-14_3811	21	9	tarantulas	rainforest	10.0
location	Dol-b828_70_spider-4	Dol-b828_61_lakes-15	Dol-b828_70_spider-4_4865	70	Dol-b828_61_lakes-15_4522	61	9	raft spiders	lakes and ponds	10.0
location	Sol-e070_91_Solifugae-2	Sol-e070_99_desert-29	Sol-e070_91_Solifugae-2_3355	91	Sol-e070_99_desert-29_3805	99	8	Solifugae	desert	9.667
location	Dol-b828_84_Dolomedes-1	Dol-b828_76_wetlands-19	Dol-b828_84_Dolomedes-1_2050	84	Dol-b828_76_wetlands-19_4542	76	8	Dolomedes	wetlands	9.667
location	Dol-b828_69_Dolomedes-2	Dol-b828_61_lakes-15	Dol-b828_69_Dolomedes-2_2050	69	Dol-b828_61_lakes-15_4522	61	8	Dolomedes	lakes and ponds	9.667
location	Dol-b828_71_spider-4	Dol-b828_61_lakes-15	Dol-b828_71_spider-4_4865	71	Dol-b828_61_lakes-15_4522	61	10	raft spiders	lakes and ponds	9.091
location	Tar-bf27_31_tarantulas-7	Tar-bf27_21_rainforest-14	Tar-bf27_31_tarantulas-7_4198	31	Tar-bf27_21_rainforest-14_3811	21	10	tarantulas	rainforest	9.091
location	Aus-dd73_3_crayfish-13	Aus-dd73_6_rivers-17	Aus-dd73_3_crayfish-13_1618	3	Aus-dd73_6_rivers-17_4533	6	3	Atlantic stream crayfish	rivers and streams	8.91
location	Aus-dd73_3_crayfish-9	Aus-dd73_6_rivers-17	Aus-dd73_3_crayfish-9_1618	3	Aus-dd73_6_rivers-17_4533	6	3	Atlantic stream crayfish	rivers and streams	8.91
location	Sol-e070_108_Solifugae-2	Sol-e070_99_desert-29	Sol-e070_108_Solifugae-2_3355	108	Sol-e070_99_desert-29_3805	99	9	Solifugae	desert	8.7
location	Dol-b828_67_Dolomedes-1	Dol-b828_76_wetlands-19	Dol-b828_67_Dolomedes-1_2050	67	Dol-b828_76_wetlands-19_4542	76	9	Dolomedes	wetlands	8.7
location	Dol-b828_52_Dolomedes-1	Dol-b828_61_lakes-15	Dol-b828_52_Dolomedes-1_2050	52	Dol-b828_61_lakes-15_4522	61	9	Dolomedes	lakes and ponds	8.7
location	Dol-b828_61_spider-6	Dol-b828_70_bog-15	Dol-b828_61_spider-6_4867	61	Dol-b828_70_bog-15_4511	70	9	fishing spiders	bog	8.3
location	Aus-dd73_31_pallipes-10	Aus-dd73_21_rivers-5	Aus-dd73_31_pallipes-10_1617	31	Aus-dd73_21_rivers-5_4533	21	10	Austropotamobius pallipes	rivers and streams	7.909
location	Tar-bf27_9_tarantula-6	Tar-bf27_21_rainforest-14	Tar-bf27_9_tarantula-6_4198	9	Tar-bf27_21_rainforest-14_3811	21	12	tarantulas	rainforest	7.692
location	Dol-b828_72_Dolomedes-1	Dol-b828_61_lakes-15	Dol-b828_72_Dolomedes-1_2050	72	Dol-b828_61_lakes-15_4522	61	11	Dolomedes	lakes and ponds	7.25
location	Tid-b2db_33_crabs-9	Tid-b2db_20_zone-5	Tid-b2db_33_crabs-9_5092	33	Tid-b2db_20_zone-5_4521	20	13	hermit crabs	intertidal zone	7.143
location	Dol-b828_89_spider-3	Dol-b828_76_wetlands-19	Dol-b828_89_spider-3_4865	89	Dol-b828_76_wetlands-19_4542	76	13	raft spiders	wetlands	7.143
location	Tar-bf27_4_Theraphosidae-15	Tar-bf27_21_rainforest-14	Tar-bf27_4_Theraphosidae-15_822	4	Tar-bf27_21_rainforest-14_3811	21	17	Theraphosidae	rainforest	5.556
location	Tar-bf27_4_Theraphosidae-15	Tar-bf27_21_desert-16	Tar-bf27_4_Theraphosidae-15_822	4	Tar-bf27_21_desert-16_3805	21	17	Theraphosidae	desert	5.556
location	Euo-1402_51_spider-4	Euo-1402_33_mountains-17	Euo-1402_51_spider-4_2133	51	Euo-1402_33_mountains-17_4527	33	18	Himalayan jumping spider	mountains	5.263
location	Dol-b828_61_spider-6	Dol-b828_76_wetlands-19	Dol-b828_61_spider-6_4867	61	Dol-b828_76_wetlands-19_4542	76	15	fishing spiders	wetlands	5.188
location	Aus-dd73_37_pallipes-13	Aus-dd73_21_rivers-5	Aus-dd73_37_pallipes-13_1617	37	Aus-dd73_21_rivers-5_4533	21	16	Austropotamobius pallipes	rivers and streams	5.118
location	Aus-dd73_37_pallipes-5	Aus-dd73_21_rivers-5	Aus-dd73_37_pallipes-5_1617	37	Aus-dd73_21_rivers-5_4533	21	16	Austropotamobius pallipes	rivers and streams	5.118
location	Tar-bf27_2_Theraphosidae-14	Tar-bf27_21_desert-16	Tar-bf27_2_Theraphosidae-14_822	2	Tar-bf27_21_desert-16_34	21	19	Theraphosidae	Desert	5.0
location	Tar-bf27_2_Theraphosidae-14	Tar-bf27_21_rainforest-14	Tar-bf27_2_Theraphosidae-14_822	2	Tar-bf27_21_rainforest-14_3811	21	19	Theraphosidae	rainforest	5.0
location	Sol-e070_95_spider-21	Sol-e070_77_deserts-14	Sol-e070_95_spider-21_5491	95	Sol-e070_77_deserts-14_34	77	18	sun spider	Desert	4.368
location	Sol-e070_95_spider-6	Sol-e070_77_deserts-14	Sol-e070_95_spider-6_5491	95	Sol-e070_77_deserts-14_3805	77	18	sun spider	desert	4.368
location	Euo-1402_12_omnisuperstes-10	Euo-1402_33_mountains-17	Euo-1402_12_omnisuperstes-10_2134	12	Euo-1402_33_mountains-17_4527	33	21	Euophrys omnisuperstes	mountains	3.955
location	Sol-e070_95_spider-21	Sol-e070_75_desert-11	Sol-e070_95_spider-21_5491	95	Sol-e070_75_desert-11_3805	75	20	sun spider	desert	3.952
location	Sol-e070_95_spider-6	Sol-e070_75_desert-11	Sol-e070_95_spider-6_5491	95	Sol-e070_75_desert-11_34	75	20	sun spider	Desert	3.952
location	Dol-b828_89_spider-3	Dol-b828_61_lakes-15	Dol-b828_89_spider-3_4865	89	Dol-b828_61_lakes-15_4522	61	28	raft spiders	lakes and ponds	3.448
location	Euo-1402_2_spider-13	Euo-1402_33_mountains-17	Euo-1402_2_spider-13_2133	2	Euo-1402_33_mountains-17_4527	33	31	Himalayan jumping spider	mountains	3.125
location	Euo-1402_2_spider-7	Euo-1402_33_mountains-17	Euo-1402_2_spider-7_2133	2	Euo-1402_33_mountains-17_4527	33	31	Himalayan jumping spider	mountains	3.125
location	Wes-9ef7_21_wings-18	Wes-9ef7_47_wetland-12	Wes-9ef7_21_wings-18_2264	21	Wes-9ef7_47_wetland-12_4542	47	26	broad wing	wetlands	3.074
location	Mal-994a_49_crabs-37	Mal-994a_82_ocean-12	Mal-994a_49_crabs-37_5092	49	Mal-994a_82_ocean-12_1354	82	33	hermit crabs	Deep ocean	2.941
location	Mal-994a_49_crabs-39	Mal-994a_82_zone-8	Mal-994a_49_crabs-39_5092	49	Mal-994a_82_zone-8_4521	82	33	hermit crabs	intertidal zone	2.941
location	Mal-994a_49_crabs-39	Mal-994a_82_ocean-12	Mal-994a_49_crabs-39_5092	49	Mal-994a_82_ocean-12_4515	82	33	hermit crabs	deep ocean	2.941
location	Mal-994a_49_crabs-37	Mal-994a_82_zone-8	Mal-994a_49_crabs-37_5092	49	Mal-994a_82_zone-8_4521	82	33	hermit crabs	intertidal zone	2.941
location	Six-3725_5_spiders-8	Six-3725_33_lakes-8	Six-3725_5_spiders-8_4866	5	Six-3725_33_lakes-8_4522	33	28	dock spiders	lakes and ponds	2.862
location	Aus-dd73_3_crayfish-13	Aus-dd73_21_rivers-5	Aus-dd73_3_crayfish-13_1618	3	Aus-dd73_21_rivers-5_4533	21	18	Atlantic stream crayfish	rivers and streams	2.842
location	Aus-dd73_3_crayfish-9	Aus-dd73_21_rivers-5	Aus-dd73_3_crayfish-9_1618	3	Aus-dd73_21_rivers-5_4533	21	18	Atlantic stream crayfish	rivers and streams	2.842
location	Euo-1402_10_spiders-21	Euo-1402_33_mountains-17	Euo-1402_10_spiders-21_2133	10	Euo-1402_33_mountains-17_4527	33	23	Himalayan jumping spider	mountains	2.75
location	Dol-b828_43_spiders-6	Dol-b828_76_wetlands-19	Dol-b828_43_spiders-6_4867	43	Dol-b828_76_wetlands-19_4542	76	33	fishing spiders	wetlands	2.441
location	Aus-dd73_31_pallipes-10	Aus-dd73_6_rivers-17	Aus-dd73_31_pallipes-10_1617	31	Aus-dd73_6_rivers-17_4533	6	25	Austropotamobius pallipes	rivers and streams	2.208
location	Gol-167c_4_spider-13	Gol-167c_40_rainforest-9	Gol-167c_4_spider-13_2383	4	Gol-167c_40_rainforest-9_3811	40	36	Goliath bird-eating spider	rainforest	2.162
location	Tid-b2db_33_crabs-9	Tid-b2db_80_zone-3	Tid-b2db_33_crabs-9_5092	33	Tid-b2db_80_zone-3_4521	80	47	hermit crabs	intertidal zone	2.083
location	Gol-167c_4_spider-13	Gol-167c_42_rainforest-6	Gol-167c_4_spider-13_2383	4	Gol-167c_42_rainforest-6_3811	42	38	Goliath bird-eating spider	rainforest	2.051
location	Eur-fdbd_294_Eurypterida-41	Eur-fdbd_251_estuaries-28	Eur-fdbd_294_Eurypterida-41_2263	294	Eur-fdbd_251_estuaries-28_4517	251	43	Eurypterida	estuaries	1.977
location	Eur-fdbd_295_Eurypterida-9	Eur-fdbd_251_estuaries-28	Eur-fdbd_295_Eurypterida-9_2263	295	Eur-fdbd_251_estuaries-28_4517	251	44	Eurypterida	estuaries	1.933
location	Whi-b4c3_169_wings-39	Whi-b4c3_211_estuaries-16	Whi-b4c3_169_wings-39_2264	169	Whi-b4c3_211_estuaries-16_4517	211	42	broad wing	estuaries	1.93
location	Aus-dd73_37_pallipes-13	Aus-dd73_6_rivers-17	Aus-dd73_37_pallipes-13_1617	37	Aus-dd73_6_rivers-17_4533	6	31	Austropotamobius pallipes	rivers and streams	1.794
location	Aus-dd73_37_pallipes-5	Aus-dd73_6_rivers-17	Aus-dd73_37_pallipes-5_1617	37	Aus-dd73_6_rivers-17_4533	6	31	Austropotamobius pallipes	rivers and streams	1.794
location	Tid-b2db_33_crabs-9	Tid-b2db_88_zone-8	Tid-b2db_33_crabs-9_5092	33	Tid-b2db_88_zone-8_4521	88	55	hermit crabs	intertidal zone	1.786
location	Whi-b4c3_169_wings-39	Whi-b4c3_215_wetlands-26	Whi-b4c3_169_wings-39_2264	169	Whi-b4c3_215_wetlands-26_4542	215	46	broad wing	wetlands	1.766
location	Eur-fdbd_300_Eurypterida-2	Eur-fdbd_251_estuaries-28	Eur-fdbd_300_Eurypterida-2_2263	300	Eur-fdbd_251_estuaries-28_4517	251	49	Eurypterida	estuaries	1.74
location	Whi-b4c3_169_wings-39	Whi-b4c3_216_wetlands-4	Whi-b4c3_169_wings-39_2264	169	Whi-b4c3_216_wetlands-4_4542	216	47	broad wing	wetlands	1.729
location	Tid-b2db_84_crab-5	Tid-b2db_25_zone-7	Tid-b2db_84_crab-5_2525	84	Tid-b2db_25_zone-7_4521	25	59	Hermit crabs	intertidal zone	1.667
location	Tid-b2db_85_crab-5	Tid-b2db_25_zone-7	Tid-b2db_85_crab-5_5092	85	Tid-b2db_25_zone-7_4521	25	60	hermit crabs	intertidal zone	1.639
location	Whi-b4c3_169_wings-39	Whi-b4c3_219_wetlands-18	Whi-b4c3_169_wings-39_2264	169	Whi-b4c3_219_wetlands-18_4542	219	50	broad wing	wetlands	1.627
location	Tid-b2db_86_crabs-2	Tid-b2db_25_zone-7	Tid-b2db_86_crabs-2_2525	86	Tid-b2db_25_zone-7_4521	25	61	Hermit crabs	intertidal zone	1.613
location	Whi-b4c3_159_wings-34	Whi-b4c3_211_estuaries-16	Whi-b4c3_159_wings-34_2264	159	Whi-b4c3_211_estuaries-16_4517	211	52	broad wing	estuaries	1.566
location	Tid-b2db_84_crab-5	Tid-b2db_20_zone-5	Tid-b2db_84_crab-5_2525	84	Tid-b2db_20_zone-5_4521	20	64	Hermit crabs	intertidal zone	1.538
location	Sho-fcec_21_wings-16	Sho-fcec_74_wetlands-17	Sho-fcec_21_wings-16_2264	21	Sho-fcec_74_wetlands-17_4542	74	53	broad wing	wetlands	1.537
location	Tid-b2db_85_crab-5	Tid-b2db_20_zone-5	Tid-b2db_85_crab-5_5092	85	Tid-b2db_20_zone-5_4521	20	65	hermit crabs	intertidal zone	1.515
location	Tid-b2db_86_crabs-2	Tid-b2db_20_zone-5	Tid-b2db_86_crabs-2_2525	86	Tid-b2db_20_zone-5_4521	20	66	Hermit crabs	intertidal zone	1.493
location	Whi-b4c3_159_wings-34	Whi-b4c3_215_wetlands-26	Whi-b4c3_159_wings-34_2264	159	Whi-b4c3_215_wetlands-26_4542	215	56	broad wing	wetlands	1.456
location	Whi-b4c3_159_wings-34	Whi-b4c3_216_wetlands-4	Whi-b4c3_159_wings-34_2264	159	Whi-b4c3_216_wetlands-4_4542	216	57	broad wing	wetlands	1.431
location	Whi-b4c3_159_wings-34	Whi-b4c3_219_wetlands-18	Whi-b4c3_159_wings-34_2264	159	Whi-b4c3_219_wetlands-18_4542	219	60	broad wing	wetlands	1.361
location	Eur-fdbd_314_Eurypterida-14	Eur-fdbd_251_estuaries-28	Eur-fdbd_314_Eurypterida-14_2263	314	Eur-fdbd_251_estuaries-28_4517	251	63	Eurypterida	estuaries	1.359
location	Eur-fdbd_316_Eurypterida-17	Eur-fdbd_251_estuaries-28	Eur-fdbd_316_Eurypterida-17_2263	316	Eur-fdbd_251_estuaries-28_4517	251	65	Eurypterida	estuaries	1.318
