	i	j	irad	group	g_N
0	adaptation_comment	adaptation_comment	0.0	Actinopterygii__class	1367
1	adaptation_comment	adaptation_topic	0.4877900496352875	Actinopterygii__class	1367
2	adaptation_comment	free_topic	0.44519224539586655	Actinopterygii__class	1367
3	adaptation_comment	location_comment	0.518368358321887	Actinopterygii__class	1367
4	adaptation_comment	location_topic	0.5253013988421114	Actinopterygii__class	1367
5	adaptation_comment	taxongroup_comment	0.43403880696651587	Actinopterygii__class	1367
6	adaptation_comment	taxongroup_topic	0.45530460838545006	Actinopterygii__class	1367
7	adaptation_topic	adaptation_comment	0.4877900496352875	Actinopterygii__class	1367
8	adaptation_topic	adaptation_topic	0.0	Actinopterygii__class	1367
9	adaptation_topic	free_topic	0.41222637293435815	Actinopterygii__class	1367
10	adaptation_topic	location_comment	0.5197545994253077	Actinopterygii__class	1367
11	adaptation_topic	location_topic	0.36950879735744346	Actinopterygii__class	1367
12	adaptation_topic	taxongroup_comment	0.38115577915333493	Actinopterygii__class	1367
13	adaptation_topic	taxongroup_topic	0.32518205229654373	Actinopterygii__class	1367
14	free_topic	adaptation_comment	0.44519224539586655	Actinopterygii__class	1367
15	free_topic	adaptation_topic	0.41222637293435815	Actinopterygii__class	1367
16	free_topic	free_topic	0.0	Actinopterygii__class	1367
17	free_topic	location_comment	0.48304992927799295	Actinopterygii__class	1367
18	free_topic	location_topic	0.4104753160479097	Actinopterygii__class	1367
19	free_topic	taxongroup_comment	0.303008897602078	Actinopterygii__class	1367
20	free_topic	taxongroup_topic	0.31345226089389666	Actinopterygii__class	1367
21	location_comment	adaptation_comment	0.518368358321887	Actinopterygii__class	1367
22	location_comment	adaptation_topic	0.5197545994253077	Actinopterygii__class	1367
23	location_comment	free_topic	0.48304992927799295	Actinopterygii__class	1367
24	location_comment	location_comment	0.0	Actinopterygii__class	1367
25	location_comment	location_topic	0.5122864363937827	Actinopterygii__class	1367
26	location_comment	taxongroup_comment	0.46821457679295125	Actinopterygii__class	1367
27	location_comment	taxongroup_topic	0.4466203822004905	Actinopterygii__class	1367
28	location_topic	adaptation_comment	0.5253013988421114	Actinopterygii__class	1367
29	location_topic	adaptation_topic	0.36950879735744346	Actinopterygii__class	1367
30	location_topic	free_topic	0.4104753160479097	Actinopterygii__class	1367
31	location_topic	location_comment	0.5122864363937827	Actinopterygii__class	1367
32	location_topic	location_topic	0.0	Actinopterygii__class	1367
33	location_topic	taxongroup_comment	0.3707126057081781	Actinopterygii__class	1367
34	location_topic	taxongroup_topic	0.3350022139603085	Actinopterygii__class	1367
35	taxongroup_comment	adaptation_comment	0.43403880696651587	Actinopterygii__class	1367
36	taxongroup_comment	adaptation_topic	0.38115577915333493	Actinopterygii__class	1367
37	taxongroup_comment	free_topic	0.303008897602078	Actinopterygii__class	1367
38	taxongroup_comment	location_comment	0.46821457679295125	Actinopterygii__class	1367
39	taxongroup_comment	location_topic	0.3707126057081781	Actinopterygii__class	1367
40	taxongroup_comment	taxongroup_comment	0.0	Actinopterygii__class	1367
41	taxongroup_comment	taxongroup_topic	0.22626357804770258	Actinopterygii__class	1367
42	taxongroup_topic	adaptation_comment	0.45530460838545006	Actinopterygii__class	1367
43	taxongroup_topic	adaptation_topic	0.32518205229654373	Actinopterygii__class	1367
44	taxongroup_topic	free_topic	0.31345226089389666	Actinopterygii__class	1367
45	taxongroup_topic	location_comment	0.4466203822004905	Actinopterygii__class	1367
46	taxongroup_topic	location_topic	0.3350022139603085	Actinopterygii__class	1367
47	taxongroup_topic	taxongroup_comment	0.22626357804770258	Actinopterygii__class	1367
48	taxongroup_topic	taxongroup_topic	0.0	Actinopterygii__class	1367
