feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj>amod> ...,0.942,0.0,0.619,0.102,7,Actinopterygii__class,taxongroup_comment
case> ...,0.942,0.0,0.873,0.005,7,Actinopterygii__class,taxongroup_comment
case> to,0.94,0.001,0.764,0.027,5,Actinopterygii__class,taxongroup_comment
nmod<obj< include,0.93,0.001,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
case> for,0.922,0.001,0.577,0.134,5,Actinopterygii__class,taxongroup_comment
case> as,0.915,0.001,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
nmod<obj< ...,0.913,0.002,0.577,0.134,6,Actinopterygii__class,taxongroup_comment
case> in,0.911,0.002,0.77,0.025,9,Actinopterygii__class,taxongroup_comment
appos<appos> ...,0.905,0.002,0.866,0.005,10,Actinopterygii__class,taxongroup_comment
nsubj:pass< consider,0.896,0.003,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
case> of,0.895,0.003,0.577,0.134,51,Actinopterygii__class,taxongroup_comment
case> from,0.892,0.003,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> in,0.889,0.003,0.577,0.134,6,Actinopterygii__class,taxongroup_comment
appos<appos>amod> ...,0.883,0.004,0.764,0.027,7,Actinopterygii__class,taxongroup_comment
conj<appos> J.,0.88,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<appos> Linnaeus,0.88,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
case> within,0.88,0.004,0.577,0.134,5,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> as,0.879,0.004,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
conj<appos> 1913,0.877,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<appos> 1846,0.876,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<appos> 1885,0.876,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<appos> 1854,0.874,0.004,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> ...,0.87,0.005,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> from,0.867,0.005,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nsubj< include,0.857,0.007,0.764,0.027,3,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> to,0.857,0.007,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nmod<amod> ...,0.856,0.007,0.577,0.134,10,Actinopterygii__class,taxongroup_comment
conj<appos> Engraulis,0.854,0.007,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj> ...,0.851,0.007,0.66,0.075,25,Actinopterygii__class,taxongroup_comment
nmod<nmod> ...,0.836,0.01,0.577,0.134,10,Actinopterygii__class,taxongroup_comment
nmod>compound> ...,0.828,0.011,0.709,0.049,6,Actinopterygii__class,taxongroup_comment
appos<appos> anchovy,0.826,0.011,0.577,0.134,5,Actinopterygii__class,taxongroup_comment
nsubj:pass<obl>det> ...,0.826,0.011,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
conj<appos> Jenyns,0.823,0.012,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nsubj<advmod> ...,0.814,0.014,0.577,0.134,9,Actinopterygii__class,taxongroup_comment
obj<mark> to,0.811,0.014,0.764,0.027,3,Actinopterygii__class,taxongroup_comment
nmod<amod> other,0.809,0.015,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
conj<obj< ...,0.807,0.016,0.764,0.027,3,Actinopterygii__class,taxongroup_comment
nmod<det> a,0.801,0.017,0.655,0.078,12,Actinopterygii__class,taxongroup_comment
appos<conj>cc> ...,0.799,0.017,0.577,0.134,1,Actinopterygii__class,taxongroup_comment
nmod<obl<nsubj> ...,0.799,0.017,0.577,0.134,5,Actinopterygii__class,taxongroup_comment
conj> salmon,0.796,0.018,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
nmod< that,0.791,0.019,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
conj<nmod> ...,0.787,0.021,0.756,0.03,4,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> unlike,0.786,0.021,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nmod< ...,0.785,0.021,0.577,0.134,40,Actinopterygii__class,taxongroup_comment
nsubj<obl>case> during,0.784,0.021,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
conj<appos> anchoveta,0.781,0.022,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj>advmod> ...,0.781,0.022,0.732,0.039,3,Actinopterygii__class,taxongroup_comment
obj<mark> ...,0.778,0.023,0.756,0.03,2,Actinopterygii__class,taxongroup_comment
nmod<det> the,0.776,0.024,0.577,0.134,26,Actinopterygii__class,taxongroup_comment
conj<conj> Engraulis,0.776,0.024,0.577,0.134,6,Actinopterygii__class,taxongroup_comment
obl<obl> ...,0.775,0.024,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
flat> salar,-0.768,0.026,-0.756,0.03,2,Actinopterygii__class,taxongroup_comment
compound<acl:relcl> ...,0.766,0.027,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
nmod<det> ...,0.763,0.028,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nmod< all,0.762,0.028,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nmod< species,0.762,0.028,0.655,0.078,5,Actinopterygii__class,taxongroup_comment
nmod<case> of,0.759,0.029,0.577,0.134,6,Actinopterygii__class,taxongroup_comment
conj<appos> anchovy,0.758,0.029,0.577,0.134,15,Actinopterygii__class,taxongroup_comment
appos<list> ...,0.748,0.033,0.682,0.062,9,Actinopterygii__class,taxongroup_comment
compound<appos<conj> Engraulis,0.746,0.034,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
appos<conj>flat> ...,0.746,0.034,0.764,0.027,8,Actinopterygii__class,taxongroup_comment
nmod<case> ...,0.745,0.034,0.577,0.134,6,Actinopterygii__class,taxongroup_comment
appos<conj> Engraulis,0.725,0.042,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<amod> ...,0.723,0.043,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nsubj<obl> ...,0.723,0.043,0.546,0.162,22,Actinopterygii__class,taxongroup_comment
nmod<case> to,0.721,0.043,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
conj<conj> Schlegel,0.716,0.046,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
list<conj> ...,0.709,0.049,0.577,0.134,1,Actinopterygii__class,taxongroup_comment
nsubj<obl>det> ...,0.709,0.049,0.577,0.134,1,Actinopterygii__class,taxongroup_comment
nmod< order,0.706,0.05,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
appos>compound> ...,0.705,0.051,0.136,0.747,10,Actinopterygii__class,taxongroup_comment
compound< ...,0.703,0.052,0.736,0.037,24,Actinopterygii__class,taxongroup_comment
appos< trout,-0.7,0.053,-0.655,0.078,3,Actinopterygii__class,taxongroup_comment
list<conj> Engraulis,0.698,0.054,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nmod<case> from,0.698,0.054,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
nmod>nmod>case> ...,0.692,0.057,0.577,0.134,1,Actinopterygii__class,taxongroup_comment
acl>obl> ...,0.686,0.06,0.77,0.025,4,Actinopterygii__class,taxongroup_comment
appos>nummod> ...,0.686,0.061,0.546,0.162,6,Actinopterygii__class,taxongroup_comment
nmod>nmod> ...,0.683,0.062,0.62,0.101,3,Actinopterygii__class,taxongroup_comment
compound<nmod<amod> ...,0.679,0.064,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
obl<nsubj>det> ...,0.676,0.066,0.655,0.078,3,Actinopterygii__class,taxongroup_comment
nmod<case> within,0.673,0.067,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
list<appos> seahorse,0.672,0.068,0.577,0.134,2,Actinopterygii__class,taxongroup_comment
appos> conservation,0.666,0.071,0.577,0.134,3,Actinopterygii__class,taxongroup_comment
nmod<case> in,0.666,0.071,0.577,0.134,4,Actinopterygii__class,taxongroup_comment
conj<det> the,0.666,0.072,0.655,0.078,4,Actinopterygii__class,taxongroup_comment
nsubj:pass<obl>case> ...,0.666,0.072,0.62,0.101,3,Actinopterygii__class,taxongroup_comment
