feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obj< use,0.905,0.002,0.756,0.03,2,Actinopterygii__class,adaptation_comment
nsubj<obl>case> for,0.891,0.003,0.756,0.03,2,Actinopterygii__class,adaptation_comment
nmod>case> in,0.87,0.005,0.764,0.027,3,Actinopterygii__class,adaptation_comment
nsubj< ...,0.862,0.006,0.83,0.011,11,Actinopterygii__class,adaptation_comment
nsubj<advmod> ...,0.859,0.006,0.764,0.027,3,Actinopterygii__class,adaptation_comment
nmod<det> a,0.854,0.007,0.577,0.134,3,Actinopterygii__class,adaptation_comment
nmod<det> the,0.851,0.007,0.577,0.134,5,Actinopterygii__class,adaptation_comment
nsubj<cop> be,0.805,0.016,0.772,0.025,6,Actinopterygii__class,adaptation_comment
nmod<amod> know,0.803,0.016,0.577,0.134,2,Actinopterygii__class,adaptation_comment
nmod>case> ...,0.793,0.019,0.577,0.134,2,Actinopterygii__class,adaptation_comment
nmod<amod> ...,0.789,0.02,0.546,0.162,9,Actinopterygii__class,adaptation_comment
obj<acl<det> the,0.785,0.021,0.577,0.134,2,Actinopterygii__class,adaptation_comment
obl<nsubj:pass> ...,-0.783,0.022,-0.73,0.04,6,Actinopterygii__class,adaptation_comment
nmod>case> such,0.781,0.022,0.546,0.162,3,Actinopterygii__class,adaptation_comment
obj<acl<det> ...,0.777,0.023,0.577,0.134,1,Actinopterygii__class,adaptation_comment
conj<conj> ...,0.776,0.024,0.764,0.027,11,Actinopterygii__class,adaptation_comment
nsubj> ...,0.776,0.024,0.729,0.04,5,Actinopterygii__class,adaptation_comment
obl<nsubj>det> the,0.768,0.026,0.764,0.027,3,Actinopterygii__class,adaptation_comment
amod> paternal,0.756,0.03,0.655,0.078,3,Actinopterygii__class,adaptation_comment
conj<conj> disease,0.753,0.031,0.577,0.134,2,Actinopterygii__class,adaptation_comment
nmod< example,0.747,0.033,0.577,0.134,2,Actinopterygii__class,adaptation_comment
nmod<nmod> ...,0.745,0.034,0.577,0.134,4,Actinopterygii__class,adaptation_comment
obj<acl< ...,0.745,0.034,0.577,0.134,3,Actinopterygii__class,adaptation_comment
cc> and,-0.744,0.034,-0.109,0.797,5,Actinopterygii__class,adaptation_comment
amod> ...,0.742,0.035,0.837,0.01,24,Actinopterygii__class,adaptation_comment
appos>det> ...,0.736,0.038,0.577,0.134,1,Actinopterygii__class,adaptation_comment
case> before,0.729,0.04,0.577,0.134,2,Actinopterygii__class,adaptation_comment
nmod>det> the,0.728,0.041,0.764,0.027,3,Actinopterygii__class,adaptation_comment
acl:relcl> ...,0.718,0.045,0.546,0.162,5,Actinopterygii__class,adaptation_comment
obl<aux:pass> be,-0.695,0.056,-0.741,0.036,7,Actinopterygii__class,adaptation_comment
case> by,0.693,0.057,0.54,0.167,6,Actinopterygii__class,adaptation_comment
nsubj<obj> ...,0.687,0.06,0.66,0.075,9,Actinopterygii__class,adaptation_comment
det> a,0.672,0.068,0.546,0.162,5,Actinopterygii__class,adaptation_comment
acl:relcl>nsubj> ...,0.665,0.072,0.577,0.134,1,Actinopterygii__class,adaptation_comment
nmod< ...,0.653,0.079,0.218,0.604,10,Actinopterygii__class,adaptation_comment
nsubj<conj>cc> ...,0.653,0.079,0.577,0.134,1,Actinopterygii__class,adaptation_comment
nsubj< use,0.647,0.083,0.733,0.039,3,Actinopterygii__class,adaptation_comment
compound<nmod>case> in,0.644,0.085,0.577,0.134,2,Actinopterygii__class,adaptation_comment
appos>det> a,0.632,0.093,0.504,0.203,2,Actinopterygii__class,adaptation_comment
nsubj<obj>det> ...,0.619,0.102,0.546,0.162,3,Actinopterygii__class,adaptation_comment
obj<advmod> ...,0.618,0.103,0.436,0.28,4,Actinopterygii__class,adaptation_comment
nmod>case> of,0.617,0.103,0.504,0.203,2,Actinopterygii__class,adaptation_comment
nsubj<obl>case> ...,0.616,0.104,0.577,0.134,1,Actinopterygii__class,adaptation_comment
