	i	j	irad	group	g_N
0	adaptation_comment	adaptation_comment	0.0	Rodent__order	2182
1	adaptation_comment	adaptation_topic	0.4785950329589269	Rodent__order	2182
2	adaptation_comment	free_topic	0.36614826294884156	Rodent__order	2182
3	adaptation_comment	location_comment	0.5117565422287453	Rodent__order	2182
4	adaptation_comment	location_topic	0.47719262415419994	Rodent__order	2182
5	adaptation_comment	taxongroup_comment	0.4520314852169681	Rodent__order	2182
6	adaptation_comment	taxongroup_topic	0.4133547643619805	Rodent__order	2182
7	adaptation_topic	adaptation_comment	0.4785950329589269	Rodent__order	2182
8	adaptation_topic	adaptation_topic	0.0	Rodent__order	2182
9	adaptation_topic	free_topic	0.28463850597374574	Rodent__order	2182
10	adaptation_topic	location_comment	0.4747194711507662	Rodent__order	2182
11	adaptation_topic	location_topic	0.3023045427973542	Rodent__order	2182
12	adaptation_topic	taxongroup_comment	0.30836211407778646	Rodent__order	2182
13	adaptation_topic	taxongroup_topic	0.3088603261874235	Rodent__order	2182
14	free_topic	adaptation_comment	0.36614826294884156	Rodent__order	2182
15	free_topic	adaptation_topic	0.28463850597374574	Rodent__order	2182
16	free_topic	free_topic	0.0	Rodent__order	2182
17	free_topic	location_comment	0.3988882172153053	Rodent__order	2182
18	free_topic	location_topic	0.2823156098044711	Rodent__order	2182
19	free_topic	taxongroup_comment	0.2474586958522499	Rodent__order	2182
20	free_topic	taxongroup_topic	0.24292620396938724	Rodent__order	2182
21	location_comment	adaptation_comment	0.5117565422287453	Rodent__order	2182
22	location_comment	adaptation_topic	0.4747194711507662	Rodent__order	2182
23	location_comment	free_topic	0.3988882172153053	Rodent__order	2182
24	location_comment	location_comment	0.0	Rodent__order	2182
25	location_comment	location_topic	0.5372890718461152	Rodent__order	2182
26	location_comment	taxongroup_comment	0.435049131707538	Rodent__order	2182
27	location_comment	taxongroup_topic	0.4458057134279182	Rodent__order	2182
28	location_topic	adaptation_comment	0.47719262415419994	Rodent__order	2182
29	location_topic	adaptation_topic	0.3023045427973542	Rodent__order	2182
30	location_topic	free_topic	0.2823156098044711	Rodent__order	2182
31	location_topic	location_comment	0.5372890718461152	Rodent__order	2182
32	location_topic	location_topic	0.0	Rodent__order	2182
33	location_topic	taxongroup_comment	0.3241470520567293	Rodent__order	2182
34	location_topic	taxongroup_topic	0.3485936854596481	Rodent__order	2182
35	taxongroup_comment	adaptation_comment	0.4520314852169681	Rodent__order	2182
36	taxongroup_comment	adaptation_topic	0.30836211407778646	Rodent__order	2182
37	taxongroup_comment	free_topic	0.2474586958522499	Rodent__order	2182
38	taxongroup_comment	location_comment	0.435049131707538	Rodent__order	2182
39	taxongroup_comment	location_topic	0.3241470520567293	Rodent__order	2182
40	taxongroup_comment	taxongroup_comment	0.0	Rodent__order	2182
41	taxongroup_comment	taxongroup_topic	0.15382427945781582	Rodent__order	2182
42	taxongroup_topic	adaptation_comment	0.4133547643619805	Rodent__order	2182
43	taxongroup_topic	adaptation_topic	0.3088603261874235	Rodent__order	2182
44	taxongroup_topic	free_topic	0.24292620396938724	Rodent__order	2182
45	taxongroup_topic	location_comment	0.4458057134279182	Rodent__order	2182
46	taxongroup_topic	location_topic	0.3485936854596481	Rodent__order	2182
47	taxongroup_topic	taxongroup_comment	0.15382427945781582	Rodent__order	2182
48	taxongroup_topic	taxongroup_topic	0.0	Rodent__order	2182
