feat	count	weight	rel_role	group_name
amod< ...	70.0	0.336	adaptation_comment	Rodent__order
case> ...	30.0	0.933	adaptation_comment	Rodent__order
conj> ...	26.0	0.956	adaptation_comment	Rodent__order
amod> ...	25.0	0.803	adaptation_comment	Rodent__order
advmod> ...	24.0	0.494	adaptation_comment	Rodent__order
cop> be	23.0	0.217	adaptation_comment	Rodent__order
cop> ...	23.0	0.217	adaptation_comment	Rodent__order
amod<case> ...	21.0	0.502	adaptation_comment	Rodent__order
amod<det> ...	21.0	0.553	adaptation_comment	Rodent__order
nsubj> ...	18.0	0.349	adaptation_comment	Rodent__order
amod<amod> ...	17.0	0.331	adaptation_comment	Rodent__order
amod<conj> ...	16.0	0.184	adaptation_comment	Rodent__order
conj>cc> and	15.0	0.634	adaptation_comment	Rodent__order
nmod< ...	15.0	0.459	adaptation_comment	Rodent__order
amod<cop> ...	15.0	0.449	adaptation_comment	Rodent__order
conj>cc> ...	15.0	0.43	adaptation_comment	Rodent__order
amod<cop> be	15.0	0.449	adaptation_comment	Rodent__order
amod<nsubj> ...	14.0	0.615	adaptation_comment	Rodent__order
amod<conj>cc> ...	13.0	0.691	adaptation_comment	Rodent__order
obl< ...	12.0	0.385	adaptation_comment	Rodent__order
amod<det> the	11.0	0.519	adaptation_comment	Rodent__order
amod< organization	11.0	0.441	adaptation_comment	Rodent__order
amod<nmod> ...	11.0	0.428	adaptation_comment	Rodent__order
case> of	11.0	0.959	adaptation_comment	Rodent__order
amod<nmod>case> ...	10.0	0.198	adaptation_comment	Rodent__order
obj< ...	9.0	0.357	adaptation_comment	Rodent__order
nmod<case> ...	9.0	0.57	adaptation_comment	Rodent__order
amod<obl< ...	9.0	0.392	adaptation_comment	Rodent__order
amod<nmod< ...	9.0	0.324	adaptation_comment	Rodent__order
amod<conj>cc> and	9.0	0.762	adaptation_comment	Rodent__order
advcl> ...	9.0	0.293	adaptation_comment	Rodent__order
amod<nsubj< ...	9.0	0.238	adaptation_comment	Rodent__order
amod<nsubj>compound> ...	8.0	0.145	adaptation_comment	Rodent__order
amod< mammal	8.0	0.451	adaptation_comment	Rodent__order
amod<compound> ...	8.0	0.214	adaptation_comment	Rodent__order
obj<nsubj> ...	8.0	0.206	adaptation_comment	Rodent__order
obl<obl>case> ...	7.0	0.558	adaptation_comment	Rodent__order
amod< rodent	7.0	0.344	adaptation_comment	Rodent__order
amod<nsubj>det> ...	7.0	0.233	adaptation_comment	Rodent__order
amod<advmod> ...	7.0	0.198	adaptation_comment	Rodent__order
amod<nmod>amod> ...	7.0	0.312	adaptation_comment	Rodent__order
amod<case> of	7.0	0.538	adaptation_comment	Rodent__order
conj< ...	7.0	0.518	adaptation_comment	Rodent__order
amod<appos> ...	7.0	0.432	adaptation_comment	Rodent__order
nsubj>amod> ...	7.0	0.249	adaptation_comment	Rodent__order
obl<obl> ...	7.0	0.438	adaptation_comment	Rodent__order
compound> ...	6.0	0.359	adaptation_comment	Rodent__order
amod< behavior	6.0	0.417	adaptation_comment	Rodent__order
det> ...	6.0	0.724	adaptation_comment	Rodent__order
amod<nmod>conj> ...	6.0	0.321	adaptation_comment	Rodent__order
nmod<obl< ...	6.0	0.42	adaptation_comment	Rodent__order
nmod<nmod>case> ...	6.0	0.443	adaptation_comment	Rodent__order
amod<obj< ...	6.0	0.263	adaptation_comment	Rodent__order
amod<nsubj<conj> ...	6.0	0.282	adaptation_comment	Rodent__order
amod<nsubj>det> the	6.0	0.387	adaptation_comment	Rodent__order
cc> ...	6.0	0.613	adaptation_comment	Rodent__order
amod<det> a	6.0	0.553	adaptation_comment	Rodent__order
amod< animal	6.0	0.516	adaptation_comment	Rodent__order
conj>compound> ...	6.0	0.553	adaptation_comment	Rodent__order
nmod> ...	5.0	0.43	adaptation_comment	Rodent__order
amod<conj< ...	5.0	0.245	adaptation_comment	Rodent__order
nmod<nmod> ...	5.0	0.45	adaptation_comment	Rodent__order
amod<case> in	5.0	0.433	adaptation_comment	Rodent__order
cc> and	5.0	0.738	adaptation_comment	Rodent__order
