source	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	23.77	1.94	23.77	0.29	2.69	23.77	23.77	Rodent__order	155
adaptation_topic	0.0	40.29	11.59	0.02	3.39	23.86	20.85	Rodent__order	224
free_topic	0.0	0.0	96.47	0.0	0.0	0.75	2.77	Rodent__order	884
location_comment	0.0	0.01	8.57	79.25	0.13	6.22	5.82	Rodent__order	93
location_topic	0.0	0.4	12.23	0.0	65.87	7.04	14.46	Rodent__order	219
taxongroup_comment	0.0	0.0	4.81	0.0	0.01	86.95	8.23	Rodent__order	317
taxongroup_topic	0.0	0.0	8.55	0.0	0.01	12.2	79.23	Rodent__order	290
