feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod>case> of,0.84,0.009,0.845,0.008,3,Animal__kingdom,adaptation_comment
amod> ...,0.827,0.011,0.825,0.012,8,Animal__kingdom,adaptation_comment
case> of,0.804,0.016,0.577,0.134,5,Animal__kingdom,adaptation_comment
case> during,0.786,0.021,0.577,0.134,2,Animal__kingdom,adaptation_comment
conj< ...,0.784,0.021,0.577,0.134,8,Animal__kingdom,adaptation_comment
nmod<det> the,0.78,0.022,0.577,0.134,3,Animal__kingdom,adaptation_comment
nmod<det> ...,0.778,0.023,0.577,0.134,1,Animal__kingdom,adaptation_comment
nmod< ...,0.755,0.03,0.577,0.134,7,Animal__kingdom,adaptation_comment
nsubj<advmod> ...,0.746,0.034,0.546,0.162,3,Animal__kingdom,adaptation_comment
compound< ...,0.725,0.042,0.577,0.134,2,Animal__kingdom,adaptation_comment
nsubj<obl>case> ...,0.72,0.044,0.546,0.162,3,Animal__kingdom,adaptation_comment
nsubj< ...,0.701,0.053,0.825,0.012,7,Animal__kingdom,adaptation_comment
conj>cc> and,0.689,0.059,0.809,0.015,5,Animal__kingdom,adaptation_comment
amod> broadcast,0.661,0.074,0.655,0.078,3,Animal__kingdom,adaptation_comment
cc> and,0.651,0.081,0.577,0.134,6,Animal__kingdom,adaptation_comment
nmod<case> ...,0.635,0.091,0.577,0.134,5,Animal__kingdom,adaptation_comment
compound< animal,0.631,0.093,0.504,0.203,2,Animal__kingdom,adaptation_comment
conj<nsubj> ...,0.631,0.094,0.577,0.134,4,Animal__kingdom,adaptation_comment
amod< ...,0.616,0.104,0.412,0.31,1,Animal__kingdom,adaptation_comment
nsubj<advcl> ...,0.604,0.113,0.577,0.134,3,Animal__kingdom,adaptation_comment
nsubj> ...,-0.561,0.148,-0.491,0.216,7,Animal__kingdom,adaptation_comment
conj<case> ...,0.559,0.15,0.577,0.134,1,Animal__kingdom,adaptation_comment
nsubj<advmod> not,0.518,0.189,0.252,0.547,2,Animal__kingdom,adaptation_comment
amod> other,0.515,0.191,0.504,0.203,2,Animal__kingdom,adaptation_comment
conj<case> for,0.508,0.199,0.577,0.134,2,Animal__kingdom,adaptation_comment
obl<conj> ...,0.506,0.201,0.577,0.134,3,Animal__kingdom,adaptation_comment
case> from,0.504,0.203,0.218,0.604,3,Animal__kingdom,adaptation_comment
compound< organism,0.5,0.207,0.504,0.203,2,Animal__kingdom,adaptation_comment
amod<case> ...,-0.494,0.214,-0.394,0.334,3,Animal__kingdom,adaptation_comment
advmod> ...,-0.486,0.222,-0.412,0.31,1,Animal__kingdom,adaptation_comment
conj> ...,0.483,0.226,0.309,0.457,9,Animal__kingdom,adaptation_comment
compound> fish,0.481,0.227,0.436,0.28,3,Animal__kingdom,adaptation_comment
nsubj>amod> ...,-0.477,0.232,-0.436,0.28,4,Animal__kingdom,adaptation_comment
conj<conj>cc> and,0.476,0.233,0.577,0.134,4,Animal__kingdom,adaptation_comment
nsubj<obl> ...,0.465,0.246,0.546,0.162,3,Animal__kingdom,adaptation_comment
acl:relcl>nsubj> that,0.456,0.256,0.436,0.28,3,Animal__kingdom,adaptation_comment
amod<nmod> ...,-0.452,0.261,-0.394,0.334,3,Animal__kingdom,adaptation_comment
nsubj<conj> ...,0.436,0.28,0.265,0.526,3,Animal__kingdom,adaptation_comment
nmod> ...,0.428,0.29,0.496,0.212,6,Animal__kingdom,adaptation_comment
compound<det> a,0.413,0.31,0.412,0.31,3,Animal__kingdom,adaptation_comment
advmod> mostly,0.406,0.319,0.412,0.31,2,Animal__kingdom,adaptation_comment
case> to,0.39,0.34,0.394,0.334,3,Animal__kingdom,adaptation_comment
nsubj<conj>cc> ...,0.378,0.357,0.265,0.526,3,Animal__kingdom,adaptation_comment
amod<nmod>case> ...,-0.349,0.396,-0.507,0.2,3,Animal__kingdom,adaptation_comment
amod< species,0.346,0.402,0.252,0.547,2,Animal__kingdom,adaptation_comment
nmod>case> ...,-0.339,0.412,-0.412,0.31,3,Animal__kingdom,adaptation_comment
conj<cop> be,-0.312,0.452,-0.412,0.31,3,Animal__kingdom,adaptation_comment
cop> be,0.301,0.469,0.235,0.576,10,Animal__kingdom,adaptation_comment
nsubj>det> the,0.286,0.492,0.252,0.547,2,Animal__kingdom,adaptation_comment
case> through,-0.281,0.5,-0.126,0.766,2,Animal__kingdom,adaptation_comment
amod> voracious,0.275,0.51,0.252,0.547,2,Animal__kingdom,adaptation_comment
obl<nsubj> which,0.27,0.519,0.247,0.555,2,Animal__kingdom,adaptation_comment
det> ...,0.264,0.528,0.252,0.547,2,Animal__kingdom,adaptation_comment
det> a,0.261,0.533,0.252,0.547,2,Animal__kingdom,adaptation_comment
obl<nsubj> ...,0.26,0.533,0.156,0.712,4,Animal__kingdom,adaptation_comment
amod<amod> ...,0.247,0.556,0.187,0.657,3,Animal__kingdom,adaptation_comment
amod< mammal,0.214,0.612,-0.126,0.766,2,Animal__kingdom,adaptation_comment
obl< reproduce,0.212,0.615,0.109,0.797,3,Animal__kingdom,adaptation_comment
conj<conj> ...,0.211,0.616,0.247,0.555,4,Animal__kingdom,adaptation_comment
nsubj<obj> ...,0.198,0.638,0.312,0.452,3,Animal__kingdom,adaptation_comment
conj<advmod> ...,0.198,0.639,0.082,0.846,3,Animal__kingdom,adaptation_comment
nsubj>det> ...,0.185,0.662,0.247,0.555,1,Animal__kingdom,adaptation_comment
conj>cc> or,0.175,0.679,0.252,0.547,2,Animal__kingdom,adaptation_comment
case> ...,0.17,0.687,0.252,0.547,2,Animal__kingdom,adaptation_comment
obj< ...,-0.164,0.699,-0.109,0.797,3,Animal__kingdom,adaptation_comment
obl<nsubj>compound> ...,0.161,0.703,0.412,0.31,4,Animal__kingdom,adaptation_comment
det> the,0.158,0.709,0.016,0.971,3,Animal__kingdom,adaptation_comment
acl:relcl> ...,-0.119,0.778,-0.483,0.225,3,Animal__kingdom,adaptation_comment
obl< ...,0.084,0.844,0.319,0.441,7,Animal__kingdom,adaptation_comment
acl:relcl>obl>case> ...,-0.077,0.855,-0.247,0.555,3,Animal__kingdom,adaptation_comment
obl<advmod> not,-0.066,0.876,0.0,1.0,2,Animal__kingdom,adaptation_comment
obl<advmod> ...,-0.022,0.959,0.082,0.846,3,Animal__kingdom,adaptation_comment
