,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
6,Sta-6168_18_planci-11,planci,Crown-of-thorns_starfish#species,compound>,Acanthaster,NOUN,10,compound> Acanthaster,-0.392463608685047,-0.04297228297448759,Animal__kingdom,taxongroup_topic,0,55
8,Ech-1003_298_planci-22,planci,Crown-of-thorns_starfish#species,compound>,Acanthaster,NOUN,21,compound> Acanthaster,-0.392463608685047,-0.04297228297448759,Animal__kingdom,taxongroup_topic,0,55
12,Aur-441a_20_jellyfish-23,jellyfish,Jellyfish#class,compound>,moon,NOUN,22,compound> moon,-0.2473114625914002,0.0342630466899643,Animal__kingdom,taxongroup_topic,0,55
3,Alv-7b43_2_worm-6,worm,Pompeii_worm#species,compound>,Pompeii,PROPN,5,compound> ...,-0.37390630588445517,-0.15308634464294257,Animal__kingdom,taxongroup_topic,0,55
8,Alv-7b43_2_worm-16,worm,Pompeii_worm#species,compound>,sea,NOUN,14,compound> sea,-0.29613008607558045,-0.012024415219255135,Animal__kingdom,taxongroup_topic,0,55
9,Alv-7b43_2_worm-16,worm,Pompeii_worm#species,compound>,polychaete,NOUN,15,compound> ...,-0.41675100615898764,-0.297219300884426,Animal__kingdom,taxongroup_topic,0,55
4,Rif-1458_93_pachyptila-12,pachyptila,Giant_tube_worm#species,compound>,Riftia,PROPN,11,compound> ...,-0.33583691925947273,-0.08668774503488935,Animal__kingdom,taxongroup_topic,0,55
1,Cro-4b5e_324_starfish-7,starfish,Sea_star#class,compound>,crown,NOUN,2,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
3,Cro-4b5e_157_starfish-17,starfish,Sea_star#class,nmod<case>,to,ADP,12,nmod<case> to,0.30207710608184224,-0.2834105708317394,Animal__kingdom,taxongroup_topic,0,55
3,Cro-4b5e_157_starfish-9,starfish,Sea_star#class,compound>,crown,NOUN,4,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
2,Aur-441a_25_jellyfish-9,jellyfish,Jellyfish#class,nmod<case>,for,ADP,3,nmod<case> ...,0.29069362181069264,-0.35282438096680735,Animal__kingdom,taxongroup_topic,0,55
7,Aur-441a_25_jellyfish-9,jellyfish,Jellyfish#class,compound>,moon,NOUN,8,compound> moon,-0.2473114625914002,0.0342630466899643,Animal__kingdom,taxongroup_topic,0,55
3,Cro-4b5e_95_starfish-15,starfish,Sea_star#class,nmod<case>,throughout,ADP,5,nmod<case> ...,0.28454706251982453,-0.14231180342488198,Animal__kingdom,taxongroup_topic,0,55
8,Cro-4b5e_95_starfish-15,starfish,Sea_star#class,compound>,crown,NOUN,10,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
4,Bio-20c0_143_earthworm-16,earthworm,Lumbricidae#family,nmod<case>,in,ADP,12,nmod<case> in,0.3781268561825505,-0.19827111573265452,Animal__kingdom,taxongroup_topic,0,55
8,Ech-1003_2_Echinodermata-12,Echinodermata,Echinoderm#phylum,compound>,phylum,PROPN,11,compound> ...,-0.43176907655800595,-0.32811880845994795,Animal__kingdom,taxongroup_topic,0,55
7,Sea-a026_2_Echinoidea-13,Echinoidea,Sea_urchin#class,compound>,class,NOUN,12,compound> class,-0.46398809056157403,-0.2699771522422947,Animal__kingdom,taxongroup_topic,0,55
6,Can-1080_2_worms-21,worms,Polychaete#class,compound>,polychaete,NOUN,20,compound> ...,-0.41675100615898764,-0.297219300884426,Animal__kingdom,taxongroup_topic,0,55
4,Aur-4fbd_13_jellyfish-6,jellyfish,Jellyfish#class,compound>,moon,NOUN,5,compound> moon,-0.2473114625914002,0.0342630466899643,Animal__kingdom,taxongroup_topic,0,55
7,Alv-7b43_14_worm-45,worm,Pompeii_worm#species,compound>,Pompeii,PROPN,44,compound> ...,-0.37390630588445517,-0.15308634464294257,Animal__kingdom,taxongroup_topic,0,55
5,Cni-c1f9_225_Scyphozoa-21,Scyphozoa,Jellyfish#class,nmod<case>,as,ADP,17,nmod<case> as,0.3455165749332698,-0.34558386385700035,Animal__kingdom,taxongroup_topic,0,55
1,Bra-cd5f_258_brachiopod-24,brachiopod,Brachiopod#phylum,compound<obl<,have,VERB,15,compound<obl< ...,-0.42769123384965374,-0.4195458445858576,Animal__kingdom,taxongroup_topic,0,55
4,Ech-1003_282_starfish-16,starfish,Sea_star#class,compound>,crown,NOUN,11,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
6,Cro-4b5e_44_starfish-12,starfish,Sea_star#class,compound>,crown,NOUN,7,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
5,Cro-4b5e_9_starfish-11,starfish,Sea_star#class,compound>,crown,NOUN,6,compound> crown,-0.38185445225792036,-0.0757056129761275,Animal__kingdom,taxongroup_topic,0,55
5,Cro-4b5e_9_starfish-21,starfish,Sea_star#class,nmod<case>,as,ADP,16,nmod<case> as,0.3455165749332698,-0.34558386385700035,Animal__kingdom,taxongroup_topic,0,55
3,Ech-1003_90_echinoderm-8,echinoderm,Echinoderm#phylum,nmod<case>,between,ADP,4,nmod<case> between,0.30065561416603603,-0.032820993087844696,Animal__kingdom,taxongroup_topic,0,55
6,Ani-161e_135_jellies-25,jellies,Jellyfish#class,nmod<case>,to,ADP,19,nmod<case> to,0.30207710608184224,-0.2834105708317394,Animal__kingdom,taxongroup_topic,0,55
11,Ani-161e_135_jellies-25,jellies,Jellyfish#class,compound>,comb,NOUN,24,compound> comb,-0.3721233338978063,-0.23403762368889142,Animal__kingdom,taxongroup_topic,0,55
9,Cni-c1f9_272_jellies-26,jellies,Jellyfish#class,compound>,comb,NOUN,25,compound> comb,-0.3721233338978063,-0.23403762368889142,Animal__kingdom,taxongroup_topic,0,55
