	kldiv	group	g_N
kldiv_adaptation_comment	1.7794753062295303	Animal__kingdom	2266
kldiv_adaptation_topic	1.3651092861440497	Animal__kingdom	2266
kldiv_free_topic	0.1892699442119979	Animal__kingdom	2266
kldiv_location_comment	1.9222835515032115	Animal__kingdom	2266
kldiv_location_topic	1.3783905827790326	Animal__kingdom	2266
kldiv_taxongroup_comment	0.24644111655306586	Animal__kingdom	2266
kldiv_taxongroup_topic	0.30243129854503026	Animal__kingdom	2266
