feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod<case> of,0.843,0.008,0.756,0.03,2,Animal__kingdom,location_comment
compound< ...,0.835,0.01,0.577,0.134,4,Animal__kingdom,location_comment
nmod>case> in,0.818,0.013,0.764,0.027,3,Animal__kingdom,location_comment
nsubj<nmod> ...,0.8,0.017,0.756,0.03,2,Animal__kingdom,location_comment
nsubj< ...,0.795,0.018,0.866,0.005,5,Animal__kingdom,location_comment
compound< system,0.784,0.021,0.577,0.134,2,Animal__kingdom,location_comment
nsubj<obl>case> ...,0.772,0.025,0.546,0.162,3,Animal__kingdom,location_comment
nmod< ...,0.734,0.038,0.83,0.011,8,Animal__kingdom,location_comment
nmod<amod> ...,0.732,0.039,0.62,0.101,3,Animal__kingdom,location_comment
conj> ...,0.721,0.044,0.822,0.012,7,Animal__kingdom,location_comment
case> of,0.712,0.048,0.73,0.04,5,Animal__kingdom,location_comment
det> the,0.709,0.049,0.614,0.106,17,Animal__kingdom,location_comment
nmod> Ocean,0.705,0.051,0.756,0.03,2,Animal__kingdom,location_comment
obl< live,-0.681,0.063,-0.63,0.094,2,Animal__kingdom,location_comment
nsubj<appos>nmod> ...,0.68,0.063,0.577,0.134,3,Animal__kingdom,location_comment
case> ...,0.671,0.068,0.756,0.03,4,Animal__kingdom,location_comment
nmod< depth,0.664,0.072,0.577,0.134,2,Animal__kingdom,location_comment
nsubj:pass<obl>case> ...,0.645,0.084,0.577,0.134,2,Animal__kingdom,location_comment
nmod<obl< find,0.632,0.092,0.577,0.134,2,Animal__kingdom,location_comment
nmod<obl< ...,0.624,0.098,0.63,0.094,2,Animal__kingdom,location_comment
nmod<det> the,0.61,0.109,0.655,0.078,4,Animal__kingdom,location_comment
case> at,-0.603,0.113,-0.504,0.203,2,Animal__kingdom,location_comment
nmod< part,0.598,0.118,0.63,0.094,2,Animal__kingdom,location_comment
nsubj<obl> ...,0.597,0.118,0.546,0.162,3,Animal__kingdom,location_comment
nsubj<nmod> tide,0.597,0.118,0.577,0.134,2,Animal__kingdom,location_comment
nmod<amod> ocean,0.587,0.126,0.577,0.134,2,Animal__kingdom,location_comment
nsubj<nmod>case> at,0.578,0.133,0.577,0.134,2,Animal__kingdom,location_comment
obl<nsubj> that,0.556,0.153,0.63,0.094,2,Animal__kingdom,location_comment
nmod<det> a,0.541,0.166,0.733,0.039,3,Animal__kingdom,location_comment
obl<aux:pass> be,0.541,0.166,0.577,0.134,4,Animal__kingdom,location_comment
nsubj:pass<obl> ...,0.517,0.189,0.187,0.657,4,Animal__kingdom,location_comment
nsubj<parataxis>conj> ...,0.516,0.19,0.412,0.31,5,Animal__kingdom,location_comment
amod> coral,0.499,0.208,0.394,0.334,3,Animal__kingdom,location_comment
case> around,0.488,0.22,0.507,0.2,3,Animal__kingdom,location_comment
det> ...,0.474,0.235,0.577,0.134,1,Animal__kingdom,location_comment
nmod> ...,0.471,0.239,0.495,0.212,4,Animal__kingdom,location_comment
case> from,0.465,0.245,0.504,0.203,2,Animal__kingdom,location_comment
appos<compound> ...,0.464,0.247,0.577,0.134,3,Animal__kingdom,location_comment
nmod<nmod> ...,0.452,0.261,0.764,0.027,3,Animal__kingdom,location_comment
compound<case> of,0.448,0.265,0.577,0.134,2,Animal__kingdom,location_comment
nmod>case> ...,0.446,0.269,0.405,0.319,3,Animal__kingdom,location_comment
obl<nsubj:pass> ...,0.439,0.276,0.412,0.31,4,Animal__kingdom,location_comment
nmod<obl<aux:pass> be,0.388,0.342,0.327,0.429,3,Animal__kingdom,location_comment
nsubj<nmod>case> ...,0.377,0.358,0.378,0.356,2,Animal__kingdom,location_comment
nmod>compound> ...,0.374,0.362,0.412,0.31,1,Animal__kingdom,location_comment
amod> Hydrothermal,-0.359,0.382,-0.327,0.429,7,Animal__kingdom,location_comment
case> in,0.359,0.382,0.483,0.226,6,Animal__kingdom,location_comment
case> on,0.357,0.386,0.378,0.356,2,Animal__kingdom,location_comment
nmod<case> ...,0.341,0.408,0.412,0.31,2,Animal__kingdom,location_comment
case> near,0.33,0.424,0.412,0.31,2,Animal__kingdom,location_comment
compound<case> ...,0.329,0.427,0.412,0.31,2,Animal__kingdom,location_comment
obl<obl> ...,0.315,0.447,0.436,0.28,5,Animal__kingdom,location_comment
compound<nmod< ...,0.31,0.455,0.412,0.31,4,Animal__kingdom,location_comment
nmod<det> every,0.309,0.456,0.412,0.31,2,Animal__kingdom,location_comment
nmod>det> the,0.307,0.46,0.109,0.797,5,Animal__kingdom,location_comment
nmod<appos<nmod> tide,0.306,0.461,0.247,0.555,2,Animal__kingdom,location_comment
nmod>det> ...,0.279,0.504,0.247,0.555,1,Animal__kingdom,location_comment
obl< find,0.272,0.515,0.156,0.712,4,Animal__kingdom,location_comment
nsubj<cop> be,0.266,0.525,0.169,0.689,3,Animal__kingdom,location_comment
nsubj:pass<aux:pass> be,0.265,0.526,0.302,0.467,4,Animal__kingdom,location_comment
case> to,0.264,0.527,0.282,0.499,3,Animal__kingdom,location_comment
amod> ...,0.246,0.556,0.535,0.172,7,Animal__kingdom,location_comment
