,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
6,All-7078_15_predators-36,predators,Predation#adaptation,amod>,other,ADJ,35,amod> other,0.7578840406438949,-0.3837948968922214,Theropoda__suborder,adaptation_comment,6,9
3,Coe-519b_148_dimorphism-6,dimorphism,Sexual_dimorphism#adaptation,amod>,sexual,ADJ,5,amod> sexual,0.4520039342580032,-0.256337635161177,Theropoda__suborder,adaptation_comment,6,9
4,Coe-519b_161_dimorphism-22,dimorphism,Sexual_dimorphism#adaptation,amod>,sexual,ADJ,21,amod> sexual,0.4520039342580032,-0.256337635161177,Theropoda__suborder,adaptation_comment,6,9
4,Spi-06e4_205_predators-19,predators,Predation#adaptation,amod>,consider,VERB,18,amod> ...,0.5995433414431115,-0.327077002616139,Theropoda__suborder,adaptation_comment,6,9
7,Spi-06e4_272_predators-11,predators,Predation#adaptation,amod>,resurrect,ADJ,10,amod> ...,0.5647340205804117,-0.14908175589333728,Theropoda__suborder,adaptation_comment,6,9
8,Pro-b864_474_predators-18,predators,Predation#adaptation,amod>,active,ADJ,17,amod> active,0.7323982321540283,-0.3859201997421698,Theropoda__suborder,adaptation_comment,6,9
7,Eur-bc75_412_predators-42,predators,Predation#adaptation,amod>,main,ADJ,41,amod> ...,0.7301887948165153,-0.33360616552733213,Theropoda__suborder,adaptation_comment,6,9
0,Wil-3cbf_105_predators-2,predators,Predation#adaptation,amod>,avian,ADJ,1,amod> ...,0.4393312406735469,-0.337649161818206,Theropoda__suborder,adaptation_comment,6,9
1,Wil-3cbf_105_predators-2,predators,Predation#adaptation,nmod>case>,of,ADP,3,nmod>case> of,0.6083159714100017,0.08472388516037906,Theropoda__suborder,adaptation_comment,6,9
0,Tyrfbca_21_predator-2,predator,Predation#adaptation,amod>,top,ADJ,1,amod> top,0.7487557517989016,-0.16699758712798643,Theropoda__suborder,adaptation_comment,6,9
6,Ausc02b_6_predator-8,predator,Predation#adaptation,amod>,big,ADJ,7,amod> ...,0.5687368260666782,0.5593123601150066,Theropoda__suborder,adaptation_comment,5,12
16,Dro-42ae_142_predators-36,predators,Predation#adaptation,amod>,nocturnal,ADJ,35,amod> ...,0.5470917624427657,0.4611907329199265,Theropoda__suborder,adaptation_comment,5,12
8,Spi-06e4_194_predator-10,predator,Predation#adaptation,amod>,terrestrial,ADJ,9,amod> terrestrial,0.4723186952913163,0.5231247114935952,Theropoda__suborder,adaptation_comment,5,12
14,Spi-06e4_199_predator-45,predator,Predation#adaptation,amod>,generalized,ADJ,42,amod> ...,0.4906355963415506,0.5481582081167704,Theropoda__suborder,adaptation_comment,5,12
7,Tyr-9f97_44_Carnivorous-29,Carnivorous,Carnivore#adaptation,amod>,large,ADJ,28,amod> large,0.6287851115893235,0.5342978391845673,Theropoda__suborder,adaptation_comment,5,12
