feat	count	weight	rel_role	group_name
amod> ...	97.0	1.184	adaptation_comment	Theropoda__suborder
det> ...	67.0	0.939	adaptation_comment	Theropoda__suborder
nmod>case> ...	48.0	0.893	adaptation_comment	Theropoda__suborder
nmod> ...	48.0	0.456	adaptation_comment	Theropoda__suborder
cop> ...	43.0	0.363	adaptation_comment	Theropoda__suborder
cop> be	43.0	0.363	adaptation_comment	Theropoda__suborder
case> ...	40.0	0.859	adaptation_comment	Theropoda__suborder
nsubj> ...	35.0	0.489	adaptation_comment	Theropoda__suborder
det> a	32.0	0.965	adaptation_comment	Theropoda__suborder
det> the	31.0	1.007	adaptation_comment	Theropoda__suborder
conj> ...	30.0	0.854	adaptation_comment	Theropoda__suborder
compound> ...	29.0	0.6	adaptation_comment	Theropoda__suborder
conj< ...	24.0	0.622	adaptation_comment	Theropoda__suborder
conj>cc> ...	22.0	0.667	adaptation_comment	Theropoda__suborder
obl< ...	21.0	0.863	adaptation_comment	Theropoda__suborder
mark> ...	20.0	0.506	adaptation_comment	Theropoda__suborder
advmod> ...	20.0	0.553	adaptation_comment	Theropoda__suborder
nsubj<obj>conj> ...	20.0	0.734	adaptation_comment	Theropoda__suborder
cc> ...	19.0	0.722	adaptation_comment	Theropoda__suborder
nsubj< ...	19.0	0.753	adaptation_comment	Theropoda__suborder
nmod>amod> ...	18.0	0.307	adaptation_comment	Theropoda__suborder
nmod< ...	17.0	0.439	adaptation_comment	Theropoda__suborder
nmod>case> of	15.0	0.997	adaptation_comment	Theropoda__suborder
conj>cc> and	14.0	0.764	adaptation_comment	Theropoda__suborder
nmod>det> ...	14.0	0.355	adaptation_comment	Theropoda__suborder
compound< ...	14.0	0.429	adaptation_comment	Theropoda__suborder
nsubj<obj> ...	13.0	0.475	adaptation_comment	Theropoda__suborder
cc> and	13.0	0.735	adaptation_comment	Theropoda__suborder
case> as	13.0	0.926	adaptation_comment	Theropoda__suborder
obj< ...	13.0	0.33	adaptation_comment	Theropoda__suborder
acl> ...	13.0	0.395	adaptation_comment	Theropoda__suborder
case> of	12.0	0.921	adaptation_comment	Theropoda__suborder
conj<conj> ...	12.0	0.543	adaptation_comment	Theropoda__suborder
nmod>det> the	12.0	0.371	adaptation_comment	Theropoda__suborder
nmod<conj> ...	11.0	0.597	adaptation_comment	Theropoda__suborder
conj>det> ...	11.0	0.559	adaptation_comment	Theropoda__suborder
nmod>conj> ...	11.0	0.297	adaptation_comment	Theropoda__suborder
conj<case> ...	11.0	0.539	adaptation_comment	Theropoda__suborder
obl<advmod> ...	11.0	0.524	adaptation_comment	Theropoda__suborder
appos> ...	10.0	0.273	adaptation_comment	Theropoda__suborder
nmod<det> ...	10.0	0.757	adaptation_comment	Theropoda__suborder
acl>obl> ...	10.0	0.466	adaptation_comment	Theropoda__suborder
nmod>compound> ...	10.0	0.362	adaptation_comment	Theropoda__suborder
ccomp< ...	10.0	0.165	adaptation_comment	Theropoda__suborder
acl>obl>case> ...	10.0	0.536	adaptation_comment	Theropoda__suborder
compound> apex	9.0	0.649	adaptation_comment	Theropoda__suborder
conj>amod> ...	9.0	0.405	adaptation_comment	Theropoda__suborder
amod< ...	9.0	0.334	adaptation_comment	Theropoda__suborder
compound<det> ...	9.0	0.715	adaptation_comment	Theropoda__suborder
conj>det> a	9.0	0.616	adaptation_comment	Theropoda__suborder
conj>advmod> ...	8.0	0.396	adaptation_comment	Theropoda__suborder
xcomp< ...	8.0	0.319	adaptation_comment	Theropoda__suborder
obl>case> ...	8.0	0.324	adaptation_comment	Theropoda__suborder
compound<amod> ...	8.0	0.289	adaptation_comment	Theropoda__suborder
conj<det> ...	8.0	0.558	adaptation_comment	Theropoda__suborder
nmod>case> in	8.0	1.012	adaptation_comment	Theropoda__suborder
conj<nsubj> ...	8.0	0.5	adaptation_comment	Theropoda__suborder
mark> that	8.0	0.548	adaptation_comment	Theropoda__suborder
nmod>conj>cc> ...	8.0	0.233	adaptation_comment	Theropoda__suborder
