feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obl< know,0.979,0.0,0.764,0.027,4,Theropoda__suborder,free_topic
nsubj<det> the,0.974,0.0,0.577,0.134,3,Theropoda__suborder,free_topic
flat<flat> ...,0.972,0.0,0.577,0.134,39,Theropoda__suborder,free_topic
nmod>conj> ...,0.97,0.0,0.873,0.005,14,Theropoda__suborder,free_topic
obl< ...,0.969,0.0,0.791,0.019,42,Theropoda__suborder,free_topic
nsubj<det> a,0.966,0.0,0.577,0.134,8,Theropoda__suborder,free_topic
obl< find,0.966,0.0,0.764,0.027,3,Theropoda__suborder,free_topic
obl<advmod> ...,0.927,0.001,0.736,0.037,14,Theropoda__suborder,free_topic
conj<nmod>amod> ...,0.923,0.001,0.577,0.134,3,Theropoda__suborder,free_topic
flat<flat> Subfamily,0.92,0.001,0.577,0.134,4,Theropoda__suborder,free_topic
obl< closer,0.905,0.002,0.577,0.134,3,Theropoda__suborder,free_topic
nmod< group,0.902,0.002,0.577,0.134,2,Theropoda__suborder,free_topic
conj< pigeon,0.896,0.003,0.577,0.134,2,Theropoda__suborder,free_topic
nmod<case> in,0.894,0.003,0.756,0.03,2,Theropoda__suborder,free_topic
conj<case> such,0.89,0.003,0.577,0.134,2,Theropoda__suborder,free_topic
nmod<det> a,0.888,0.003,0.436,0.28,11,Theropoda__suborder,free_topic
obl<advmod> often,0.886,0.003,0.436,0.28,4,Theropoda__suborder,free_topic
conj< ...,0.886,0.003,0.577,0.134,18,Theropoda__suborder,free_topic
appos>conj> ...,0.884,0.004,0.764,0.027,3,Theropoda__suborder,free_topic
compound<conj< ...,-0.882,0.004,-0.756,0.03,4,Theropoda__suborder,free_topic
nmod<det> the,0.881,0.004,0.436,0.28,22,Theropoda__suborder,free_topic
nmod<det> ...,0.881,0.004,0.577,0.134,1,Theropoda__suborder,free_topic
nmod< ...,0.877,0.004,0.417,0.304,49,Theropoda__suborder,free_topic
case> such,0.872,0.005,0.627,0.096,6,Theropoda__suborder,free_topic
obl<nsubj> they,0.868,0.005,0.577,0.134,4,Theropoda__suborder,free_topic
