rel_role	0	1	2	3	4	5	6	7	N	group
adaptation_comment	0.4411012261174807	0.0029442810668625914	0.0010870428316150848	0.0739286078152681	0.19723708520773997	0.6436836863909843	1.409742709403532e-13	0.16382413092255588	167	Theropoda__suborder
adaptation_topic	0.10659338634854422	0.27885294485604517	0.0005145525365803895	0.00041088009539165646	0.9177860367978159	0.4311003179894336	0.7976703161609817	0.6570522586422669	188	Theropoda__suborder
free_topic	0.13920089836024135	0.7646977106616818	0.5210814605482172	0.07008179162950141	1.7469618830455034e-05	0.023039821561110837	0.0014614997824191685	0.07149428605961806	387	Theropoda__suborder
taxongroup_comment	0.3609906122865152	0.14402689230107074	0.004148578076458714	0.00013094320806320204	0.0017627880190556986	0.002919078522256673	0.42397640359278177	0.2875421393125215	407	Theropoda__suborder
taxongroup_topic	0.41521177079064564	0.006455793962343039	0.0020075106934335607	0.031675501589357016	0.7512679678711697	0.9910706976443121	0.056534268970534	0.10529486931452366	437	Theropoda__suborder
