feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<case> such,0.968,0.0,0.577,0.134,6,Theropoda__suborder,taxongroup_topic
conj<case> ...,0.96,0.0,0.577,0.134,4,Theropoda__suborder,taxongroup_topic
conj<case> as,0.954,0.0,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj:pass<conj> ...,0.939,0.001,0.764,0.027,3,Theropoda__suborder,taxongroup_topic
obl<nsubj> ...,0.93,0.001,0.764,0.027,11,Theropoda__suborder,taxongroup_topic
conj<case> from,0.927,0.001,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
nsubj<ccomp<conj< ...,-0.923,0.001,-0.764,0.027,3,Theropoda__suborder,taxongroup_topic
conj<case> to,0.923,0.001,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
obl< ...,0.918,0.001,0.627,0.096,34,Theropoda__suborder,taxongroup_topic
conj<case> in,0.918,0.001,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj>det> the,0.916,0.001,0.764,0.027,4,Theropoda__suborder,taxongroup_topic
obl<advmod> also,0.909,0.002,0.764,0.027,4,Theropoda__suborder,taxongroup_topic
conj<conj> Segnosaurus,0.906,0.002,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
amod> large,0.901,0.002,0.932,0.001,8,Theropoda__suborder,taxongroup_topic
cc> and,0.9,0.002,0.243,0.563,26,Theropoda__suborder,taxongroup_topic
amod> carnivorous,0.899,0.002,0.764,0.027,4,Theropoda__suborder,taxongroup_topic
obl<advmod> ...,0.898,0.002,0.764,0.027,11,Theropoda__suborder,taxongroup_topic
obl<advmod> not,0.892,0.003,0.764,0.027,3,Theropoda__suborder,taxongroup_topic
obl<nsubj>amod> ...,0.891,0.003,0.577,0.134,4,Theropoda__suborder,taxongroup_topic
conj<conj> Ornitholestes,0.888,0.003,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj< prey,0.886,0.003,0.764,0.027,3,Theropoda__suborder,taxongroup_topic
conj<conj> Giganotosaurus,0.885,0.003,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
det> some,0.885,0.003,0.764,0.027,5,Theropoda__suborder,taxongroup_topic
obl< find,0.884,0.004,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
cc> or,0.883,0.004,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
conj<conj> ...,0.883,0.004,0.327,0.429,22,Theropoda__suborder,taxongroup_topic
conj<conj> Tyrannotitan,0.88,0.004,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
conj< Erlikosaurus,0.877,0.004,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
obl< widespread,0.873,0.005,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
conj<conj> Nothronychus,0.87,0.005,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj> ...,0.867,0.005,0.764,0.027,4,Theropoda__suborder,taxongroup_topic
obl<mark> as,0.865,0.006,0.764,0.027,3,Theropoda__suborder,taxongroup_topic
conj< ...,0.861,0.006,-0.109,0.797,25,Theropoda__suborder,taxongroup_topic
acl>ccomp>obl> animal,-0.853,0.007,-0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nmod<det> a,0.85,0.008,0.799,0.017,37,Theropoda__suborder,taxongroup_topic
conj< Ceratosaurus,0.848,0.008,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
conj< Giganotosaurus,0.838,0.009,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
conj<nmod<amod> such,0.837,0.01,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
appos<nsubj<cop> be,-0.833,0.01,-0.845,0.008,3,Theropoda__suborder,taxongroup_topic
conj>nmod>case> ...,0.832,0.01,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
nsubj<det> the,0.83,0.011,0.577,0.134,10,Theropoda__suborder,taxongroup_topic
conj<nmod<amod> ...,0.827,0.011,0.577,0.134,4,Theropoda__suborder,taxongroup_topic
nmod<cop> be,0.826,0.011,0.723,0.043,24,Theropoda__suborder,taxongroup_topic
nsubj:pass<obl>case> as,0.824,0.012,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
nmod>det> the,0.824,0.012,0.664,0.073,9,Theropoda__suborder,taxongroup_topic
nsubj< ...,0.821,0.012,0.479,0.23,35,Theropoda__suborder,taxongroup_topic
nmod> Tyrannosaurus,0.82,0.013,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
obl<nsubj> author,0.813,0.014,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
nsubj<det> a,0.813,0.014,0.096,0.821,25,Theropoda__suborder,taxongroup_topic
amod> ...,0.811,0.015,0.506,0.201,49,Theropoda__suborder,taxongroup_topic
obl<mark> that,0.807,0.016,0.577,0.134,6,Theropoda__suborder,taxongroup_topic
det> a,0.805,0.016,0.667,0.071,19,Theropoda__suborder,taxongroup_topic
nsubj<ccomp< argue,0.805,0.016,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
nsubj:pass< depict,0.803,0.017,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj<obl>case> at,0.796,0.018,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
nmod< dinosaur,0.796,0.018,0.756,0.03,4,Theropoda__suborder,taxongroup_topic
acl>ccomp>advmod> ...,-0.792,0.019,-0.577,0.134,1,Theropoda__suborder,taxongroup_topic
nsubj< have,0.79,0.02,0.409,0.314,14,Theropoda__suborder,taxongroup_topic
conj<nmod>case> ...,0.783,0.022,0.756,0.03,4,Theropoda__suborder,taxongroup_topic
conj> relative,0.782,0.022,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
conj>cc> as,0.78,0.022,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
nmod<acl> ...,0.779,0.023,0.784,0.021,5,Theropoda__suborder,taxongroup_topic
nsubj<nmod>amod> ...,0.778,0.023,0.546,0.162,16,Theropoda__suborder,taxongroup_topic
nmod<appos> ...,0.776,0.023,0.845,0.008,3,Theropoda__suborder,taxongroup_topic
case> of,0.775,0.024,0.903,0.002,92,Theropoda__suborder,taxongroup_topic
nsubj<nmod>amod> largest,0.774,0.024,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj< predator,0.771,0.025,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
obj<obl>case> ...,0.77,0.025,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
compound<conj<conj> ...,0.77,0.025,0.577,0.134,6,Theropoda__suborder,taxongroup_topic
obl< observe,0.768,0.026,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nmod>amod> ...,0.766,0.027,0.784,0.021,7,Theropoda__suborder,taxongroup_topic
obl<mark> ...,0.763,0.028,0.701,0.053,5,Theropoda__suborder,taxongroup_topic
obl<nsubj> bird,0.763,0.028,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
appos>compound> Sor,0.763,0.028,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
conj>cc> ...,0.76,0.029,0.577,0.134,1,Theropoda__suborder,taxongroup_topic
nmod>conj> ...,0.76,0.029,0.825,0.012,5,Theropoda__suborder,taxongroup_topic
conj>advmod> also,0.758,0.029,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
conj<nmod<amod> other,0.755,0.031,0.577,0.134,2,Theropoda__suborder,taxongroup_topic
nsubj< group,0.754,0.031,0.577,0.134,3,Theropoda__suborder,taxongroup_topic
obl<advcl>aux:pass> be,0.754,0.031,0.655,0.078,3,Theropoda__suborder,taxongroup_topic
nmod< bird,0.753,0.031,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
nmod>conj>cc> and,0.751,0.032,0.733,0.039,3,Theropoda__suborder,taxongroup_topic
nmod<case> as,0.751,0.032,0.764,0.027,7,Theropoda__suborder,taxongroup_topic
nmod>det> ...,0.751,0.032,0.577,0.134,1,Theropoda__suborder,taxongroup_topic
amod> know,0.75,0.032,0.327,0.429,4,Theropoda__suborder,taxongroup_topic
nmod<case> alongside,0.745,0.034,0.756,0.03,2,Theropoda__suborder,taxongroup_topic
nsubj< one,0.745,0.034,0.577,0.134,5,Theropoda__suborder,taxongroup_topic
cop> be,0.745,0.034,0.536,0.171,7,Theropoda__suborder,taxongroup_topic
nmod< carcharodontosaurid,0.744,0.034,0.764,0.027,3,Theropoda__suborder,taxongroup_topic
