	kldiv	group	g_N
kldiv_adaptation_comment	1.1130769569401804	Theropoda__suborder	1586
kldiv_adaptation_topic	0.7924922065739668	Theropoda__suborder	1586
kldiv_free_topic	0.49938077122299196	Theropoda__suborder	1586
kldiv_taxongroup_comment	0.4223800357045532	Theropoda__suborder	1586
kldiv_taxongroup_topic	0.33248708968121443	Theropoda__suborder	1586
