feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< group,0.966,0.0,0.846,0.008,7,Theropoda__suborder,taxongroup_comment
obl< widespread,0.943,0.0,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
conj< ...,0.933,0.001,0.327,0.429,13,Theropoda__suborder,taxongroup_comment
obl<advmod> probably,0.921,0.001,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
nmod> ...,0.914,0.001,0.807,0.015,51,Theropoda__suborder,taxongroup_comment
nsubj<obl>case> than,0.914,0.002,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
conj< Spinosaurus,0.909,0.002,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod< ...,0.908,0.002,0.659,0.076,76,Theropoda__suborder,taxongroup_comment
acl:relcl>aux:pass> be,0.904,0.002,0.764,0.027,3,Theropoda__suborder,taxongroup_comment
nsubj<ccomp< suggest,0.903,0.002,0.733,0.039,5,Theropoda__suborder,taxongroup_comment
obl< prey,0.901,0.002,0.866,0.005,4,Theropoda__suborder,taxongroup_comment
obl<advmod> also,0.899,0.002,0.764,0.027,3,Theropoda__suborder,taxongroup_comment
nmod< one,0.884,0.004,0.709,0.049,10,Theropoda__suborder,taxongroup_comment
compound<conj<conj> ...,0.878,0.004,0.577,0.134,6,Theropoda__suborder,taxongroup_comment
obl<ccomp<nsubj> ...,0.873,0.005,0.764,0.027,7,Theropoda__suborder,taxongroup_comment
acl:relcl>obl> ...,0.872,0.005,0.951,0.0,14,Theropoda__suborder,taxongroup_comment
obl< belong,0.87,0.005,0.866,0.005,4,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl> ...,0.87,0.005,0.546,0.162,11,Theropoda__suborder,taxongroup_comment
conj>nmod>case> ...,0.865,0.006,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nsubj<obj>amod> ...,0.865,0.006,0.866,0.005,5,Theropoda__suborder,taxongroup_comment
nmod>amod> early,0.864,0.006,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>det> the,0.858,0.006,0.655,0.078,11,Theropoda__suborder,taxongroup_comment
nmod< genus,0.855,0.007,0.764,0.027,13,Theropoda__suborder,taxongroup_comment
conj< lizard,0.855,0.007,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>case> ...,0.855,0.007,0.913,0.002,7,Theropoda__suborder,taxongroup_comment
nmod< species,0.843,0.009,0.577,0.134,6,Theropoda__suborder,taxongroup_comment
nsubj<ccomp<nsubj> ...,0.843,0.009,0.577,0.134,5,Theropoda__suborder,taxongroup_comment
obl<mark> as,0.839,0.009,0.764,0.027,3,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl>case> ...,0.835,0.01,0.577,0.134,1,Theropoda__suborder,taxongroup_comment
obl<obl>case> in,0.833,0.01,0.764,0.027,3,Theropoda__suborder,taxongroup_comment
conj< bird,0.826,0.011,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod>det> ...,0.826,0.012,0.577,0.134,1,Theropoda__suborder,taxongroup_comment
acl:relcl>obl> age,0.822,0.012,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
conj<conj> ...,0.821,0.012,0.764,0.027,9,Theropoda__suborder,taxongroup_comment
obl<nsubj> ...,0.818,0.013,0.577,0.134,24,Theropoda__suborder,taxongroup_comment
nmod>det> a,0.813,0.014,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
acl:relcl>obl> year,0.81,0.015,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod<nsubj:pass< ...,-0.809,0.015,-0.674,0.067,4,Theropoda__suborder,taxongroup_comment
nsubj< ...,0.808,0.015,0.7,0.053,25,Theropoda__suborder,taxongroup_comment
nmod>amod> ...,0.808,0.015,0.664,0.073,14,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>amod> late,0.807,0.016,0.577,0.134,6,Theropoda__suborder,taxongroup_comment
nmod>case>fixed> as,0.8,0.017,0.751,0.032,12,Theropoda__suborder,taxongroup_comment
nmod< all,0.8,0.017,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>amod> Cretaceous,0.798,0.018,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod< that,0.795,0.018,0.546,0.162,4,Theropoda__suborder,taxongroup_comment
obl<mark> ...,0.792,0.019,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod>det> the,0.792,0.019,0.626,0.097,19,Theropoda__suborder,taxongroup_comment
nmod>nmod>case> of,0.79,0.02,0.327,0.429,5,Theropoda__suborder,taxongroup_comment
obl<mark> that,0.789,0.02,0.764,0.027,12,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl>case> by,0.789,0.02,0.481,0.227,5,Theropoda__suborder,taxongroup_comment
nsubj<ccomp<nsubj:pass> it,0.783,0.021,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
obl<obl>det> the,0.783,0.022,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
nmod< type,0.782,0.022,0.577,0.134,5,Theropoda__suborder,taxongroup_comment
nmod> Mapusaurus,0.782,0.022,0.63,0.094,2,Theropoda__suborder,taxongroup_comment
obl< ...,0.778,0.023,0.939,0.001,45,Theropoda__suborder,taxongroup_comment
mark> ...,0.777,0.023,0.655,0.078,3,Theropoda__suborder,taxongroup_comment
nmod>nmod>case> ...,0.776,0.024,0.577,0.134,4,Theropoda__suborder,taxongroup_comment
obl<conj> ...,0.772,0.025,0.577,0.134,8,Theropoda__suborder,taxongroup_comment
nsubj:pass<conj> ...,0.771,0.025,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod<nsubj>nmod> ...,0.766,0.027,0.764,0.027,3,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>nmod> ...,0.762,0.028,0.577,0.134,4,Theropoda__suborder,taxongroup_comment
nmod<nsubj:pass< bury,-0.761,0.028,-0.756,0.03,2,Theropoda__suborder,taxongroup_comment
nummod> ...,0.759,0.029,0.674,0.067,4,Theropoda__suborder,taxongroup_comment
nmod<det> a,0.757,0.03,0.698,0.054,49,Theropoda__suborder,taxongroup_comment
acl:relcl>obl> period,0.757,0.03,0.577,0.134,5,Theropoda__suborder,taxongroup_comment
nsubj< have,0.755,0.03,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod>nmod>case> in,0.749,0.032,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
obl<acl:relcl<obj< ...,0.748,0.033,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod<amod> new,0.746,0.033,0.577,0.134,5,Theropoda__suborder,taxongroup_comment
nsubj:pass<aux:pass> be,0.745,0.034,0.587,0.126,14,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl>case> in,0.743,0.035,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
obl<advmod> ...,0.742,0.035,0.627,0.096,16,Theropoda__suborder,taxongroup_comment
compound< evolution,0.741,0.036,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod<conj<det> the,0.737,0.037,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
nmod<obl< similar,0.737,0.037,0.655,0.078,3,Theropoda__suborder,taxongroup_comment
nmod<case> as,0.736,0.037,0.577,0.134,6,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl>det> ...,0.736,0.037,0.577,0.134,1,Theropoda__suborder,taxongroup_comment
nmod< clade,0.735,0.038,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
compound<case> than,0.729,0.04,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
case> within,0.729,0.04,0.772,0.025,6,Theropoda__suborder,taxongroup_comment
obl<ccomp<mark> ...,-0.727,0.041,-0.577,0.134,1,Theropoda__suborder,taxongroup_comment
nmod< site,0.727,0.041,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nsubj:pass<obl>det> the,0.726,0.041,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod< family,0.724,0.042,0.577,0.134,7,Theropoda__suborder,taxongroup_comment
obl<nsubj> bird,0.721,0.044,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
conj>det> ...,0.717,0.045,0.577,0.134,1,Theropoda__suborder,taxongroup_comment
nmod<obj< report,0.716,0.046,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
obl<ccomp<mark> to,-0.715,0.046,-0.577,0.134,2,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>amod> ...,0.711,0.048,0.385,0.346,8,Theropoda__suborder,taxongroup_comment
nmod<acl> ...,0.71,0.048,0.655,0.078,5,Theropoda__suborder,taxongroup_comment
nmod<obl< ...,0.709,0.049,0.846,0.008,19,Theropoda__suborder,taxongroup_comment
acl:relcl>obl>case> in,0.709,0.049,0.674,0.067,9,Theropoda__suborder,taxongroup_comment
obl< inflict,0.708,0.049,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
obl<mark> to,0.708,0.049,0.481,0.227,4,Theropoda__suborder,taxongroup_comment
cc> or,0.706,0.05,0.577,0.134,3,Theropoda__suborder,taxongroup_comment
nmod<nsubj:pass< find,-0.706,0.05,-0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nmod>case> than,0.705,0.051,0.756,0.03,2,Theropoda__suborder,taxongroup_comment
compound> land,-0.705,0.051,-0.764,0.027,3,Theropoda__suborder,taxongroup_comment
nsubj<obl>det> ...,0.704,0.051,0.577,0.134,1,Theropoda__suborder,taxongroup_comment
nsubj<det> a,0.704,0.051,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nsubj<det> the,0.703,0.052,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
amod> herbivorous,0.703,0.052,0.617,0.103,8,Theropoda__suborder,taxongroup_comment
nmod> feather,0.702,0.052,0.63,0.094,2,Theropoda__suborder,taxongroup_comment
obl<acl:relcl<obj< show,0.702,0.052,0.577,0.134,2,Theropoda__suborder,taxongroup_comment
nsubj<appos>conj> Brachiosaurus,0.7,0.053,0.577,0.134,4,Theropoda__suborder,taxongroup_comment
