feat	count	weight	rel_role	group_name
case> ...	21.0	0.298	adaptation_comment	Mollusca__phylum
amod> ...	14.0	0.254	adaptation_comment	Mollusca__phylum
obl< ...	12.0	0.231	adaptation_comment	Mollusca__phylum
compound< ...	11.0	0.2	adaptation_comment	Mollusca__phylum
nsubj<obj>conj> ...	8.0	0.175	adaptation_comment	Mollusca__phylum
obj< ...	8.0	0.175	adaptation_comment	Mollusca__phylum
case> of	8.0	0.284	adaptation_comment	Mollusca__phylum
nmod< ...	7.0	0.338	adaptation_comment	Mollusca__phylum
det> ...	7.0	0.396	adaptation_comment	Mollusca__phylum
nmod>case> ...	7.0	0.26	adaptation_comment	Mollusca__phylum
nmod> ...	7.0	0.252	adaptation_comment	Mollusca__phylum
obl<obj> ...	7.0	0.219	adaptation_comment	Mollusca__phylum
nsubj< ...	6.0	0.194	adaptation_comment	Mollusca__phylum
conj> ...	6.0	0.53	adaptation_comment	Mollusca__phylum
conj>cc> ...	6.0	0.364	adaptation_comment	Mollusca__phylum
obj<mark> ...	5.0	0.309	adaptation_comment	Mollusca__phylum
obl<nsubj> ...	5.0	0.361	adaptation_comment	Mollusca__phylum
compound<det> ...	5.0	0.267	adaptation_comment	Mollusca__phylum
nmod>conj> ...	5.0	0.299	adaptation_comment	Mollusca__phylum
compound<case> ...	5.0	0.206	adaptation_comment	Mollusca__phylum
nsubj> ...	5.0	0.155	adaptation_comment	Mollusca__phylum
cop> be	5.0	0.215	adaptation_comment	Mollusca__phylum
cop> ...	5.0	0.215	adaptation_comment	Mollusca__phylum
appos> ...	5.0	0.219	adaptation_comment	Mollusca__phylum
conj>cc> and	5.0	0.372	adaptation_comment	Mollusca__phylum
compound<nmod< ...	4.0	0.188	adaptation_comment	Mollusca__phylum
compound<nmod<case> ...	4.0	0.155	adaptation_comment	Mollusca__phylum
nsubj<obj> ...	4.0	0.162	adaptation_comment	Mollusca__phylum
nmod>case> of	4.0	0.258	adaptation_comment	Mollusca__phylum
obl<advcl< ...	4.0	0.184	adaptation_comment	Mollusca__phylum
obl<mark> ...	4.0	0.359	adaptation_comment	Mollusca__phylum
obl<advmod> ...	4.0	0.228	adaptation_comment	Mollusca__phylum
compound<amod> ...	4.0	0.247	adaptation_comment	Mollusca__phylum
obl<obj>nmod> ...	4.0	0.248	adaptation_comment	Mollusca__phylum
appos> evolution	4.0	0.226	adaptation_comment	Mollusca__phylum
nmod<amod> ...	4.0	0.175	adaptation_comment	Mollusca__phylum
obj<nsubj> ...	4.0	0.287	adaptation_comment	Mollusca__phylum
compound<det> the	4.0	0.244	adaptation_comment	Mollusca__phylum
obj<mark> to	3.0	0.329	adaptation_comment	Mollusca__phylum
acl:relcl> ...	3.0	0.183	adaptation_comment	Mollusca__phylum
nmod<case> ...	3.0	0.246	adaptation_comment	Mollusca__phylum
acl:relcl>nsubj> ...	3.0	0.305	adaptation_comment	Mollusca__phylum
nmod<nmod> ...	3.0	0.167	adaptation_comment	Mollusca__phylum
appos< ...	3.0	0.142	adaptation_comment	Mollusca__phylum
appos<amod> ...	3.0	0.253	adaptation_comment	Mollusca__phylum
nmod<nmod>case> ...	3.0	0.138	adaptation_comment	Mollusca__phylum
compound<nmod<det> ...	3.0	0.17	adaptation_comment	Mollusca__phylum
obl<conj> ...	3.0	0.177	adaptation_comment	Mollusca__phylum
nmod<det> ...	3.0	0.214	adaptation_comment	Mollusca__phylum
nmod<obj< ...	3.0	0.152	adaptation_comment	Mollusca__phylum
det> a	3.0	0.418	adaptation_comment	Mollusca__phylum
compound<conj< ...	3.0	0.38	adaptation_comment	Mollusca__phylum
obl<aux> ...	3.0	0.237	adaptation_comment	Mollusca__phylum
obj<advcl< ...	3.0	0.241	adaptation_comment	Mollusca__phylum
case> from	3.0	0.332	adaptation_comment	Mollusca__phylum
advmod> ...	3.0	0.308	adaptation_comment	Mollusca__phylum
conj<conj> ...	3.0	0.561	adaptation_comment	Mollusca__phylum
conj< ...	3.0	0.154	adaptation_comment	Mollusca__phylum
nsubj<appos>conj> ...	3.0	0.278	adaptation_comment	Mollusca__phylum
nsubj:pass<obl> ...	3.0	0.145	adaptation_comment	Mollusca__phylum
compound<case> of	3.0	0.24	adaptation_comment	Mollusca__phylum
compound> ...	3.0	0.175	adaptation_comment	Mollusca__phylum
nsubj:pass<obl>case> ...	3.0	0.215	adaptation_comment	Mollusca__phylum
conj>amod> ...	3.0	0.344	adaptation_comment	Mollusca__phylum
obl<conj>cc> and	2.0	0.182	adaptation_comment	Mollusca__phylum
nsubj<obj>amod> ...	2.0	0.134	adaptation_comment	Mollusca__phylum
acl:relcl>obl>case> ...	2.0	0.397	adaptation_comment	Mollusca__phylum
conj<advmod> ...	2.0	0.229	adaptation_comment	Mollusca__phylum
nmod<nmod< ...	2.0	0.21	adaptation_comment	Mollusca__phylum
appos>appos> ...	2.0	0.203	adaptation_comment	Mollusca__phylum
obj<advcl<obl> ...	2.0	0.134	adaptation_comment	Mollusca__phylum
obj<advcl<mark> ...	2.0	0.19	adaptation_comment	Mollusca__phylum
