feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obl<obj>nmod> ...,0.824,0.012,0.756,0.03,4,Mollusca__phylum,adaptation_comment
compound<case> of,-0.782,0.022,-0.764,0.027,3,Mollusca__phylum,adaptation_comment
acl:relcl> ...,0.751,0.032,0.577,0.134,3,Mollusca__phylum,adaptation_comment
nsubj:pass<obl> ...,0.729,0.04,0.764,0.027,3,Mollusca__phylum,adaptation_comment
acl:relcl>nsubj> ...,0.681,0.063,0.577,0.134,3,Mollusca__phylum,adaptation_comment
obl<advmod> ...,0.657,0.076,0.674,0.067,4,Mollusca__phylum,adaptation_comment
conj<conj> ...,0.656,0.077,0.546,0.162,3,Mollusca__phylum,adaptation_comment
case> among,0.642,0.086,0.756,0.03,2,Mollusca__phylum,adaptation_comment
conj> ...,0.629,0.095,0.617,0.103,6,Mollusca__phylum,adaptation_comment
compound<nmod<det> the,-0.614,0.105,-0.63,0.094,2,Mollusca__phylum,adaptation_comment
obl<obj> ...,0.597,0.118,0.434,0.282,7,Mollusca__phylum,adaptation_comment
nmod<det> ...,-0.589,0.124,-0.577,0.134,1,Mollusca__phylum,adaptation_comment
obj<nsubj> ...,0.564,0.145,0.591,0.123,4,Mollusca__phylum,adaptation_comment
nsubj<obj>conj> ...,0.556,0.152,0.577,0.134,8,Mollusca__phylum,adaptation_comment
conj>cc> and,0.532,0.175,0.443,0.271,5,Mollusca__phylum,adaptation_comment
det> the,0.518,0.189,0.577,0.134,2,Mollusca__phylum,adaptation_comment
compound< ...,0.517,0.189,0.601,0.115,11,Mollusca__phylum,adaptation_comment
obl<nsubj> ...,0.5,0.207,0.495,0.212,5,Mollusca__phylum,adaptation_comment
obl<conj> ...,0.487,0.221,0.218,0.604,3,Mollusca__phylum,adaptation_comment
nmod<amod> ...,-0.482,0.226,-0.536,0.171,4,Mollusca__phylum,adaptation_comment
appos< ...,-0.478,0.231,-0.436,0.28,3,Mollusca__phylum,adaptation_comment
nmod>case> of,0.454,0.258,0.385,0.346,4,Mollusca__phylum,adaptation_comment
compound<det> the,0.453,0.26,0.327,0.429,4,Mollusca__phylum,adaptation_comment
compound<nmod< ...,-0.442,0.273,-0.378,0.356,4,Mollusca__phylum,adaptation_comment
appos> ...,0.428,0.29,0.412,0.31,1,Mollusca__phylum,adaptation_comment
compound<amod> ...,0.421,0.299,0.327,0.429,4,Mollusca__phylum,adaptation_comment
obj<mark> ...,0.414,0.308,0.412,0.31,2,Mollusca__phylum,adaptation_comment
nmod<nmod>case> ...,-0.414,0.308,-0.394,0.334,3,Mollusca__phylum,adaptation_comment
advmod> ...,-0.387,0.343,-0.394,0.334,3,Mollusca__phylum,adaptation_comment
compound<conj< ...,-0.377,0.357,-0.327,0.429,3,Mollusca__phylum,adaptation_comment
case> of,-0.374,0.361,-0.325,0.432,8,Mollusca__phylum,adaptation_comment
cop> be,0.372,0.365,0.282,0.499,5,Mollusca__phylum,adaptation_comment
nmod> ...,0.37,0.367,0.14,0.74,7,Mollusca__phylum,adaptation_comment
compound<nmod<case> ...,-0.353,0.391,-0.378,0.356,2,Mollusca__phylum,adaptation_comment
compound> ...,0.351,0.393,0.187,0.657,3,Mollusca__phylum,adaptation_comment
nmod>case> ...,0.348,0.398,0.394,0.334,3,Mollusca__phylum,adaptation_comment
appos<amod> ...,-0.321,0.438,-0.343,0.406,3,Mollusca__phylum,adaptation_comment
