	kldiv	group	g_N
kldiv_adaptation_comment	1.5609553893565056	Mollusca__phylum	1289
kldiv_adaptation_topic	1.4312285955462432	Mollusca__phylum	1289
kldiv_free_topic	0.15700998664602253	Mollusca__phylum	1289
kldiv_location_comment	3.55304375813019	Mollusca__phylum	1289
kldiv_location_topic	2.2256743421595253	Mollusca__phylum	1289
kldiv_taxongroup_comment	0.8271024584493003	Mollusca__phylum	1289
kldiv_taxongroup_topic	0.7358487771766933	Mollusca__phylum	1289
