,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
0,Gia-2984_43_Predators-4,Predators,Predation#adaptation,appos<amod>,giant,ADJ,1,appos<amod> ...,-0.1637541084493674,-0.21520959786462554,Mollusca__phylum,adaptation_comment,3,7
9,Gia-2984_41_predators-32,predators,Predation#adaptation,case>,from,ADP,31,case> from,-0.2134665939258898,0.02519453514549706,Mollusca__phylum,adaptation_comment,3,7
4,Cam-4bd8_57_camouflage-8,camouflage,Camouflage#adaptation,case>,of,ADP,7,case> of,-0.17037125450596513,0.011819121217732476,Mollusca__phylum,adaptation_comment,3,7
1,Oct-f4f7_12_predators-6,predators,Predation#adaptation,obl<mark>,to,PART,2,obl<mark> to,-0.2638165553806666,0.05613658121231274,Mollusca__phylum,adaptation_comment,3,7
4,Oct-f4f7_12_predators-6,predators,Predation#adaptation,case>,against,ADP,5,case> ...,-0.13451561737396003,0.05893322133611335,Mollusca__phylum,adaptation_comment,3,7
8,Cut-3792_260_Camouflage-14,Camouflage,Camouflage#adaptation,case>,of,ADP,13,case> of,-0.17037125450596513,0.011819121217732476,Mollusca__phylum,adaptation_comment,3,7
3,Cut-3792_249_camouflage-32,camouflage,Camouflage#adaptation,compound<conj<,clothing,NOUN,29,compound<conj< ...,-0.2542913993681751,0.05759303388486624,Mollusca__phylum,adaptation_comment,3,7
2,Hum-85c3_174_predator-48,predator,Predation#adaptation,compound<conj<,role,NOUN,36,compound<conj< ...,-0.17470530239312726,0.10743891371015069,Mollusca__phylum,adaptation_comment,3,7
2,Com-c2e9_34_predators-4,predators,Predation#adaptation,amod>,many,ADJ,3,amod> ...,0.19737149210081836,-0.09660300967564295,Mollusca__phylum,adaptation_comment,0,6
0,Eur-c08e_80_predators-16,predators,Predation#adaptation,obl<mark>,when,ADV,13,obl<mark> ...,0.21754250296961053,-0.112360574152993,Mollusca__phylum,adaptation_comment,0,6
4,Oct-f4f7_12_camouflage-16,camouflage,Camouflage#adaptation,conj>cc>,and,CCONJ,17,conj>cc> and,0.26361730777508174,-0.0726683572172764,Mollusca__phylum,adaptation_comment,0,6
3,Neo-e8a9_19_predators-4,predators,Predation#adaptation,conj>cc>,but,CCONJ,6,conj>cc> ...,0.31404264979155494,-0.04006151157132743,Mollusca__phylum,adaptation_comment,0,6
6,Spa-e46a_21_spawning-13,spawning,Spawn_biology#adaptation,amod>,broadcast,ADJ,12,amod> broadcast,0.24045622844547287,-0.12763315806398393,Mollusca__phylum,adaptation_comment,0,6
0,Gre-e890_120_predators-9,predators,Predation#adaptation,obl<mark>,although,SCONJ,1,obl<mark> ...,0.26894835153869595,-0.14304245895808954,Mollusca__phylum,adaptation_comment,0,6
3,Gia-2984_15_semelparous-4,semelparous,Semelparity_and_iteroparity#adaptation,conj>cc>,and,CCONJ,6,conj>cc> and,0.2913616322172807,-0.009928564819959258,Mollusca__phylum,adaptation_comment,2,5
9,Com-c2e9_37_predators-14,predators,Predation#adaptation,case>,by,ADP,13,case> by,0.26136546148008405,0.02956343194725276,Mollusca__phylum,adaptation_comment,2,5
5,Cep-fb80_71_predators-23,predators,Predation#adaptation,obl<mark>,to,PART,17,obl<mark> to,0.3028113081263619,-0.04895883989773305,Mollusca__phylum,adaptation_comment,2,5
9,Cep-fb80_71_predators-23,predators,Predation#adaptation,case>,from,ADP,21,case> from,0.30545858110946106,-0.020175333652799745,Mollusca__phylum,adaptation_comment,2,5
10,Cep-fb80_71_predators-23,predators,Predation#adaptation,det>,any,DET,22,det> ...,0.2603484474384076,0.05421626384278401,Mollusca__phylum,adaptation_comment,2,5
12,Ven-071d_30_predators-24,predators,Predation#adaptation,case>,among,ADP,22,case> among,0.19025763695034492,-0.025114196203572955,Mollusca__phylum,adaptation_comment,2,5
13,Ven-071d_30_predators-24,predators,Predation#adaptation,det>,both,DET,23,det> ...,0.2713679565594725,0.04032728984309784,Mollusca__phylum,adaptation_comment,2,5
14,Ven-071d_30_predators-24,predators,Predation#adaptation,conj>cc>,and,CCONJ,25,conj>cc> and,0.2913616322172807,-0.009928564819959258,Mollusca__phylum,adaptation_comment,2,5
14,Gre-e890_93_camouflage-24,camouflage,Camouflage#adaptation,case>,as,ADP,23,case> ...,0.27815756026678573,-0.030139243508325676,Mollusca__phylum,adaptation_comment,2,5
4,Eur-c08e_85_predator-24,predator,Predation#adaptation,case>,of,ADP,22,case> of,0.1832639283214681,-0.005060888494129223,Mollusca__phylum,adaptation_comment,4,6
7,Cor-7fba_18_hibernation-15,hibernation,Hibernation#adaptation,case>,during,ADP,14,case> ...,0.1889348498804461,0.04727537246282607,Mollusca__phylum,adaptation_comment,4,6
6,Cam-4bd8_63_camouflage-8,camouflage,Camouflage#adaptation,case>,of,ADP,7,case> of,0.1832639283214681,-0.005060888494129223,Mollusca__phylum,adaptation_comment,4,6
4,Amb-94f9_194_predator-11,predator,Predation#adaptation,cop>,be,AUX,6,cop> be,0.15265315891849815,0.006754188592893295,Mollusca__phylum,adaptation_comment,4,6
8,Amb-94f9_194_predator-11,predator,Predation#adaptation,amod>,ambush,ADJ,10,amod> ...,0.12215693477752988,-0.11390770581269886,Mollusca__phylum,adaptation_comment,4,6
7,Tur-06de_107_predators-13,predators,Predation#adaptation,amod>,avoid,VERB,12,amod> ...,0.1421567142092302,-0.12771157358845223,Mollusca__phylum,adaptation_comment,4,6
4,Spa-e46a_26_spawning-7,spawning,Spawn_biology#adaptation,case>,of,ADP,5,case> of,0.1832639283214681,-0.005060888494129223,Mollusca__phylum,adaptation_comment,4,6
5,Spa-e46a_26_spawning-7,spawning,Spawn_biology#adaptation,amod>,broadcast,ADJ,6,amod> broadcast,0.20017982534175305,-0.15783105760036384,Mollusca__phylum,adaptation_comment,4,6
2,Amm5689_8_predators-18,predators,Predation#adaptation,obj<advcl<,sink,VERB,12,obj<advcl< ...,0.08004086608474852,-0.1373407565989221,Mollusca__phylum,adaptation_comment,6,4
5,Amm5689_8_predators-18,predators,Predation#adaptation,obj<,avoid,VERB,17,obj< ...,0.15665643626808926,-0.0960702578098729,Mollusca__phylum,adaptation_comment,6,4
5,Gia-d1de_32_predators-7,predators,Predation#adaptation,obj<,confirm,VERB,6,obj< ...,-0.012584770360303742,-0.0015713214112257035,Mollusca__phylum,adaptation_comment,6,4
1,Cut-3792_205_camouflage-7,camouflage,Camouflage#adaptation,compound<det>,the,DET,6,compound<det> the,0.18085670983880425,-0.140570963581494,Mollusca__phylum,adaptation_comment,6,4
2,Cut-3792_205_camouflage-7,camouflage,Camouflage#adaptation,compound<,response,NOUN,8,compound< ...,-0.16034965155446523,-0.05003569313511229,Mollusca__phylum,adaptation_comment,6,4
4,Tilb5d0_5_predators-13,predators,Predation#adaptation,obj<advcl<,enough,ADJ,8,obj<advcl< ...,0.12192061105951744,-0.12131308167478667,Mollusca__phylum,adaptation_comment,6,4
6,Tilb5d0_5_predators-13,predators,Predation#adaptation,obj<,put,VERB,10,obj< ...,0.0951811501661541,-0.024646477510967327,Mollusca__phylum,adaptation_comment,6,4
6,Cut-3792_194_predators-63,predators,Predation#adaptation,obj<,chemosensory,VERB,62,obj< ...,0.12818751943291454,-0.07142341898138306,Mollusca__phylum,adaptation_comment,7,4
4,Cam-4bd8_61_camouflage-7,camouflage,Camouflage#adaptation,obj<,use,VERB,5,obj< ...,0.10795382777336085,-0.12079743072429217,Mollusca__phylum,adaptation_comment,7,4
9,Cam-4bd8_61_camouflage-7,camouflage,Camouflage#adaptation,obj<advcl<,inherit,VERB,13,obj<advcl< ...,0.09290337453153026,-0.11001525974143772,Mollusca__phylum,adaptation_comment,7,4
5,Gre-e890_122_Predators-1,Predators,Predation#adaptation,nsubj<obj>,raptor,NOUN,7,nsubj<obj> ...,0.11563554517271146,0.06263132632650839,Mollusca__phylum,adaptation_comment,7,4
9,Tig-454c_99_camouflage-26,camouflage,Camouflage#adaptation,compound<det>,the,DET,23,compound<det> the,0.1884269756189328,-0.04018189497773677,Mollusca__phylum,adaptation_comment,7,4
