feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod<nsubj< ...,-0.805,0.016,-0.845,0.008,3,Mollusca__phylum,location_topic
compound<case> of,-0.664,0.073,-0.63,0.094,4,Mollusca__phylum,location_topic
compound<nsubj< ...,-0.655,0.078,-0.655,0.078,3,Mollusca__phylum,location_topic
nsubj<advmod> ...,0.655,0.078,0.289,0.488,5,Mollusca__phylum,location_topic
compound<nmod>case> in,0.637,0.09,0.577,0.134,2,Mollusca__phylum,location_topic
compound> Cone,-0.614,0.105,-0.756,0.03,2,Mollusca__phylum,location_topic
det> a,0.612,0.107,0.655,0.078,4,Mollusca__phylum,location_topic
compound<nsubj<obj> ...,0.602,0.114,0.577,0.134,2,Mollusca__phylum,location_topic
compound> ...,0.547,0.161,0.504,0.203,2,Mollusca__phylum,location_topic
compound> cone,-0.491,0.216,-0.44,0.275,4,Mollusca__phylum,location_topic
nsubj< ...,-0.421,0.298,-0.556,0.152,10,Mollusca__phylum,location_topic
nsubj<ccomp< ...,0.421,0.299,0.592,0.122,3,Mollusca__phylum,location_topic
compound> family,0.41,0.314,0.252,0.547,2,Mollusca__phylum,location_topic
compound<det> a,-0.398,0.329,-0.394,0.334,3,Mollusca__phylum,location_topic
compound<nmod> ...,0.387,0.343,0.218,0.604,4,Mollusca__phylum,location_topic
nsubj<cop> be,0.369,0.369,0.156,0.711,5,Mollusca__phylum,location_topic
compound<nmod<det> the,-0.344,0.405,-0.265,0.526,3,Mollusca__phylum,location_topic
compound< cell,0.338,0.413,0.296,0.476,3,Mollusca__phylum,location_topic
case> of,-0.33,0.424,-0.483,0.225,3,Mollusca__phylum,location_topic
nmod<det> ...,-0.321,0.438,-0.412,0.31,1,Mollusca__phylum,location_topic
amod> ...,0.306,0.462,0.327,0.429,4,Mollusca__phylum,location_topic
compound<nmod<amod> ...,-0.272,0.515,-0.247,0.555,3,Mollusca__phylum,location_topic
compound<det> ...,0.261,0.532,0.247,0.555,1,Mollusca__phylum,location_topic
compound<nmod<det> ...,0.253,0.545,0.378,0.356,2,Mollusca__phylum,location_topic
compound<nmod< ...,-0.222,0.598,-0.355,0.389,6,Mollusca__phylum,location_topic
nsubj<obl>case> ...,0.213,0.613,0.247,0.555,1,Mollusca__phylum,location_topic
nmod< ...,-0.185,0.661,-0.206,0.624,4,Mollusca__phylum,location_topic
compound< snail,0.184,0.663,-0.027,0.949,6,Mollusca__phylum,location_topic
compound< ...,0.17,0.688,-0.082,0.846,5,Mollusca__phylum,location_topic
det> ...,-0.163,0.699,-0.082,0.846,1,Mollusca__phylum,location_topic
nmod<det> the,-0.161,0.703,-0.047,0.912,3,Mollusca__phylum,location_topic
det> the,-0.159,0.707,-0.206,0.624,5,Mollusca__phylum,location_topic
nsubj<obj> prey,-0.149,0.724,-0.252,0.547,2,Mollusca__phylum,location_topic
case> ...,0.145,0.731,0.247,0.555,1,Mollusca__phylum,location_topic
compound<amod> ...,-0.134,0.752,0.094,0.826,5,Mollusca__phylum,location_topic
nsubj<obl> ...,-0.124,0.771,-0.203,0.63,3,Mollusca__phylum,location_topic
compound<nmod<nsubj< ...,-0.114,0.788,0.165,0.696,4,Mollusca__phylum,location_topic
nsubj<advcl> ...,-0.1,0.814,-0.056,0.895,3,Mollusca__phylum,location_topic
compound<det> the,-0.085,0.841,-0.126,0.766,2,Mollusca__phylum,location_topic
compound<case> ...,0.061,0.885,0.047,0.912,3,Mollusca__phylum,location_topic
nsubj<obj> ...,-0.059,0.89,0.169,0.689,3,Mollusca__phylum,location_topic
compound<nsubj<obj> prey,0.048,0.91,0.126,0.766,2,Mollusca__phylum,location_topic
nsubj<obl>case> in,-0.039,0.926,-0.126,0.766,2,Mollusca__phylum,location_topic
compound<nmod>case> ...,0.018,0.967,-0.126,0.766,2,Mollusca__phylum,location_topic
